Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014),S(1016),S(1642),S(1638),C5F10(63),S(1011),CHO2(367),S(1123),S(872),S(869),S(1124),S(1122),C4F10(82),S(871),S(870),S(1125),C4HF8(158)
0.0001115905056613274,0.11984351737972111,0.9,0.0,0.0,0.0,0.0,0.07258021987916281,0.0034289622494347726,1.8294958068155e-06,6.487729307617842e-06,2.3933935099266404e-05,6.351049156657609e-07,1.927982894082613e-05,2.5605818795006987e-06,5.502040153889556e-06,0.0030256770335171544,0.016600234609713035,3.727166104395364e-06,3.37292763039164e-05,8.237184405896637e-09,6.104088423609401e-08,1.9024263578480615e-08,3.393072508358936e-09,1.196240197998998e-05,0.003250636970559243,0.035935357945922675,0.0038051638456899563,0.0015384596702675971,4.901405919042352e-10,0.003700938744912058,7.226993070306874e-11,9.019067836319772e-09,4.87183398237949e-13,7.305138826528255e-13,4.530999183456293e-13,3.401780448169003e-11,2.936493091953682e-14,1.399211964503752e-06,0.002217874216892819,1.4640344670368936e-13,0.0011504394907397748,2.4241925951001988e-11,3.826394113586891e-13,0.00043523423651860906,2.5289919571886586e-11,6.510956345792512e-14,0.007524462691805319,1.8213153651448416e-14,0.0030295271022272676,9.542599516775369e-15,6.860267955697275e-14,2.3011567693250985e-14,1.1847942271897436e-12,5.570944191701022e-13,0.002525322359625834,8.903391042869111e-14,6.178993648246248e-13,4.181214294900532e-14,2.904391398668866e-13,6.181619037932573e-10,2.3968211029747274e-14,0.002227989846551242,3.974026565910227e-13,0.00269275530580814,4.583157812936573e-11,2.985849083929273e-14,2.0724634940960553e-13,3.200015648620692e-11,4.82842537982278e-09,1.6317474861813947e-10,2.0735323363506371e-10,4.138757297661948e-13,2.1630608769338712e-10,1.806368755401426e-14,1.9630288275285596e-15,2.069416310997555e-11,3.108736277661148e-14,2.1582972940232085e-13,8.33984579713799e-12,0.00106755688631093,9.29082271275753e-13,5.460447717955236e-16,4.663583622588995e-12,3.748863416528485e-09,4.641431062895788e-12,6.291599163793448e-09,0.0008437751653351675,3.4808928422005893e-12,2.860496982691234e-16,1.6475087725655338e-12,5.29452817735737e-07
0.00011213184996421852,0.11987343789218563,0.9,0.0,0.0,0.0,0.0,0.07247063772891493,0.0034305024176240605,1.8268294833316135e-06,6.477296218326704e-06,2.389780252581145e-05,6.341759801259302e-07,1.9258746207180984e-05,2.5568125593487876e-06,5.498956510704329e-06,0.0030362250425943183,0.01667017533142367,3.723103607192744e-06,3.3678539356919524e-05,8.225179496695438e-09,6.095192270930532e-08,1.899643775904181e-08,3.38843440282627e-09,1.1935980758455238e-05,0.003264043883485283,0.03608245774464992,0.003816178727583435,0.0015379224571582092,4.894780103190449e-10,0.003716252723502724,7.217520958182208e-11,8.98331752778236e-09,4.855922303045821e-13,7.28131950200369e-13,4.5180830160182516e-13,3.39461083550338e-11,2.925028836554751e-14,1.3954617364761675e-06,0.0022244345462629498,1.4620101920904748e-13,0.0011512563905309093,2.4216466993958732e-11,3.8207155588211394e-13,0.0004351043093291568,2.5237897494812517e-11,6.529803735024494e-14,0.007560444450325403,1.8288517142818867e-14,0.003043143384028566,9.581956960556716e-15,6.890545953358343e-14,2.311915766232577e-14,1.188460868488115e-12,5.583725517155016e-13,0.0025362374883589334,8.942015210216528e-14,6.205715761867416e-13,4.19600192440613e-14,2.914624218404103e-13,6.200749601483487e-10,2.40560036614301e-14,0.00223935043908448,3.987364785743963e-13,0.002706672131895458,4.5964247692189665e-11,2.99958418337507e-14,2.0819690365094572e-13,3.2092788067014143e-11,4.8424023325911706e-09,1.635491177745903e-10,2.0804918343361976e-10,4.148463028325165e-13,2.1681334351332125e-10,1.8128933801539787e-14,1.9687112453075557e-15,2.0754066907445063e-11,3.119889010917429e-14,2.1660112327649823e-13,8.36408565363917e-12,0.0010765794701531408,9.307037121003686e-13,5.483042304143194e-16,4.682818166924745e-12,3.764325277075433e-09,4.660636659210386e-12,6.317632926258925e-09,0.0008496939556738305,3.495249421512886e-12,2.872294803955037e-16,1.6543259126623085e-12,5.316988084277764e-07
0.00011267319426710962,0.11990331729819133,0.9,0.0,0.0,0.0,0.0,0.07236123071196075,0.003432009071429585,1.8241667408747024e-06,6.466893103393257e-06,2.3861727741748222e-05,6.332484390412418e-07,1.9237706827837653e-05,2.553048806263231e-06,5.495871912423775e-06,0.0030467406215016696,0.016740040518505122,3.719045959621663e-06,3.362788220535356e-05,8.213190710509697e-09,6.08630806630968e-08,1.896865370986585e-08,3.383802264772084e-09,1.1909713245502182e-05,0.003277430549798386,0.0362293590832122,0.003827136996122492,0.0015373843549357706,4.888162272853102e-10,0.003731543815025371,7.207993313960938e-11,8.9477858099988e-09,4.840065857765252e-13,7.257582503922769e-13,4.505210861708454e-13,3.387455786617616e-11,2.913633812031787e-14,1.391731803722753e-06,0.0022309793481836747,1.459989212407181e-13,0.0011520675849845195,2.419091581887373e-11,3.8150459888091033e-13,0.00043497713944099073,2.518615337856288e-11,6.548554254047404e-14,0.007596376717190039,1.8363768001947546e-14,0.0030567470312192575,9.621254968240804e-15,6.920738335672184e-14,2.3226619717627143e-14,1.192099889404955e-12,5.596405104467577e-13,0.002547137418494882,8.980513456681358e-14,6.232350179874727e-13,4.21074327984708e-14,2.9248248129313916e-13,6.219736056732856e-10,2.414374466532808e-14,0.0022506972275070174,4.000635061359971e-13,0.002720572482967741,4.6096235371264e-11,3.0132975975870456e-14,2.0914594098078995e-13,3.218494354801503e-11,4.856307447823719e-09,1.6392050698801514e-10,2.0874158809893076e-10,4.158123051072905e-13,2.1731821047590174e-10,1.8194007984848683e-14,1.9743644570782777e-15,2.0813662816465054e-11,3.1310302275406757e-14,2.1737171116454383e-13,8.388202177964597e-12,0.0010856280620699108,9.32315112336165e-13,5.505603122239605e-16,4.702023663977076e-12,3.779763787703734e-09,4.679813551110216e-12,6.34362777902832e-09,0.0008556116520907013,3.509584320061977e-12,2.884074808595282e-16,1.661132864176803e-12,5.339406343642945e-07
0.00011321453857000073,0.11993315569373006,0.9,0.0,0.0,0.0,0.0,0.07225199847872858,0.00343348267252534,1.8215075795217032e-06,6.4565197093151904e-06,2.382571063206703e-05,6.323222906991781e-07,1.921671048664973e-05,2.5492906128901246e-06,5.49278636866006e-06,0.00305722385118022,0.01680983026831091,3.7149931541671217e-06,3.3577304698705e-05,8.201218047690119e-09,6.077435809986452e-08,1.894091137961341e-08,3.3791761047752503e-09,1.1883597194630036e-05,0.0032907970018316627,0.036376062343499674,0.003838038836619976,0.001536845387624119,4.881552449566348e-10,0.003746812054329565,7.198411424650671e-11,8.912469435288162e-09,4.824264432771301e-13,7.233927517142608e-13,4.492382477465365e-13,3.380315317592608e-11,2.902306992463351e-14,1.3880219111127552e-06,0.0022375086700102123,1.4579715204951005e-13,0.001152873119231661,2.41652739628205e-11,3.809385386355483e-13,0.00043485268280170494,2.5134683549153993e-11,6.567208219946997e-14,0.0076322594955603095,1.843890640033488e-14,0.0030703380934838,9.660493634744487e-15,6.950845309331402e-14,2.3333953398938772e-14,1.195711413434219e-12,5.608983455424014e-13,0.002558022223006106,9.018886092702363e-14,6.258897123190326e-13,4.225438509610961e-14,2.9349932870856424e-13,6.238579048004375e-10,2.4231433741495913e-14,0.002262030213977294,4.013837504084872e-13,0.0027344563356044476,4.62275433986031e-11,3.0269892738155356e-14,2.1009345787719583e-13,3.2276624487630035e-11,4.870140960666681e-09,1.642889309558734e-10,2.0943045343974244e-10,4.1677374489169104e-13,2.1782069291966932e-10,1.825891062812121e-14,1.979988558440939e-15,2.087295184484875e-11,3.142159903119807e-14,2.1814149144173356e-13,8.412195772910091e-12,0.0010947025282629023,9.33916632499325e-13,5.528130223662301e-16,4.7212001601334825e-12,3.795178985702388e-09,4.698961782305851e-12,6.3695837813526216e-09,0.000861528129594167,3.523897572471261e-12,2.895837025064479e-16,1.667929642623463e-12,5.361782948014538e-07
0.00011375588287289184,0.11996295317128257,0.9,0.0,0.0,0.0,0.0,0.07214294068113715,0.003434923675500702,1.8188519948907009e-06,6.4461757758054116e-06,2.378975108202254e-05,6.313975324038175e-07,1.919575682625534e-05,2.5455379701023223e-06,5.489699887578713e-06,0.003067674812322162,0.016879544677390723,3.71094518335011e-06,3.352680668698239e-05,8.189261488508637e-09,6.068575487350787e-08,1.8913210687554993e-08,3.374555909477436e-09,1.1857630866788771e-05,0.0033041432718540304,0.036522567905973614,0.003848884433830843,0.0015363055787611238,4.874950617521682e-10,0.003762057476205721,7.188776573751001e-11,8.87736645471254e-09,4.808517814643666e-13,7.210354226309494e-13,4.479597631782733e-13,3.373189443050494e-11,2.8910477665747873e-14,1.3843318228956734e-06,0.0022440225584110644,1.4559571089313212e-13,0.0011536730372358238,2.413954290659299e-11,3.803733734415471e-13,0.00043473089620982546,2.508348433371077e-11,6.58576594885448e-14,0.007668092790388177,1.851393250919104e-14,0.003083916619894715,9.699673054796362e-15,6.980867043430877e-14,2.3441158286734224e-14,1.1992955577641386e-12,5.621461069730478e-13,0.0025688919738548832,9.05713338128892e-14,6.285356779764142e-13,4.240087762027727e-14,2.945129745643916e-13,6.257279186724041e-10,2.4319070736649904e-14,0.002273349401017498,4.026972231988551e-13,0.0027483236671714214,4.6358173999501774e-11,3.040659165208704e-14,2.1103945122469117e-13,3.2367832439587885e-11,4.8839031055583855e-09,1.64654404314718e-10,2.1011578561658654e-10,4.1773063282413595e-13,2.1832079640460632e-10,1.8323642255183375e-14,1.9855836447079408e-15,2.0931934997375267e-11,3.153278032056923e-14,2.1891046378911947e-13,8.436066840066013e-12,0.0011038027353764872,9.355082669566354e-13,5.550623659741839e-16,4.7403477016893395e-12,3.810570908286345e-09,4.718081396433654e-12,6.395500992382228e-09,0.000867443265025075,3.538189213295392e-12,2.9075814817586437e-16,1.6747162634903992e-12,5.384117890340338e-07
0.00011429722717578295,0.11999270982465418,0.9,0.0,0.0,0.0,0.0,0.07203405697259245,0.0034363325270354928,1.8161999831036928e-06,6.435861082753681e-06,2.3753848976918356e-05,6.304741616132525e-07,1.9174845504732372e-05,2.541790868608918e-06,5.4866124781926744e-06,0.0030780935853552726,0.016949183841569848,3.706902039722576e-06,3.347638801947464e-05,8.1773210155068e-09,6.059727085461922e-08,1.8885551557543943e-08,3.3699416707943414e-09,1.1831812798772854e-05,0.003317469392062418,0.036668876149815996,0.003859673971887446,0.001535764951185663,4.868356768712604e-10,0.0037772801153760542,7.179090011358499e-11,8.842475048541016e-09,4.792825790999897e-13,7.186862317427e-13,4.466856098301437e-13,3.366078175273202e-11,2.87985556268957e-14,1.3806613495303723e-06,0.0022505210593538757,1.4539459702993877e-13,0.0011544673814627756,2.411372408333672e-11,3.79809101582715e-13,0.0004346117373996176,2.5032552167398224e-11,6.60422775583574e-14,0.007703876608740495,1.8588846499390654e-14,0.0030974826590181585,9.738793322913728e-15,7.010803725584576e-14,2.3548233964184867e-14,1.2028524422842847e-12,5.633838445895627e-13,0.0025797467420034326,9.095255610101365e-14,6.311729354594947e-13,4.254691185903059e-14,2.955234293695471e-13,6.275837098410961e-10,2.4406655440140228e-14,0.002284654791541307,4.0400393635503006e-13,0.0027621744558909544,4.648812939175578e-11,3.054307225396221e-14,2.1198391794065583e-13,3.24585689523814e-11,4.897594116147129e-09,1.6501694166602817e-10,2.1079759081137244e-10,4.186829785969382e-13,2.1881852599626545e-10,1.8388203391549917e-14,1.991149810870492e-15,2.099061327543774e-11,3.164384601274354e-14,2.1967862736859023e-13,8.459815779685784e-12,0.0011129285505468637,9.370900499995442e-13,5.573083481708148e-16,4.7594663348367474e-12,3.825939592587542e-09,4.737172437044443e-12,6.421379471151585e-09,0.0008733569372417388,3.552459277011942e-12,2.9193082070104436e-16,1.681492742235358e-12,5.406411164433741e-07
0.00011483857147867406,0.12002242574359491,0.9,0.0,0.0,0.0,0.0,0.07192534700766437,0.0034377096689264973,1.8135515429746673e-06,6.42557538927898e-06,2.371800420300199e-05,6.295521763455682e-07,1.915397619245402e-05,2.538049300698154e-06,5.48352414714737e-06,0.0030884802504953174,0.017018747855987743,3.7028637158658713e-06,3.3426048547144306e-05,8.165396623347937e-09,6.050890600355809e-08,1.8857933930195857e-08,3.3653333918126087e-09,1.1806140951880517e-05,0.0033307753946071206,0.03681498745256163,0.003870407634525589,0.0015352235275418538,4.861770912989024e-10,0.00379248000652122,7.169352985386892e-11,8.807792437215609e-09,4.777188150803266e-13,7.163451478977009e-13,4.4541576432354274e-13,3.358981528045503e-11,2.868729504043346e-14,1.3770102567366347e-06,0.0022570042185309763,1.4519380971289787e-13,0.0011552561942286235,2.4087818962616792e-11,3.792457213676834e-13,0.0004344951646413854,2.4981883484737195e-11,6.622593955278093e-14,0.007739610958984392,1.8663648541603217e-14,0.0031110362588575033,9.777854533476826e-15,7.040655517152105e-14,2.3655179929942718e-14,1.2063821824394154e-12,5.64611607420363e-13,0.0025905865976809197,9.13325303311169e-14,6.338015029283041e-13,4.269248924531078e-14,2.965307032492191e-13,6.294253385393669e-10,2.44941877360636e-14,0.002295946388704867,4.053039004210609e-13,0.0027760086804970263,4.661741178838467e-11,3.0679333971587674e-14,2.129268541898517e-13,3.254883557116863e-11,4.911214225578032e-09,1.6537655737038775e-10,2.1147587452569746e-10,4.196307934182593e-13,2.1931388755243411e-10,1.8452594538982637e-14,1.9966871517152284e-15,2.1048987678272707e-11,3.175479610058343e-14,2.2044598219929723e-13,8.48344299114561e-12,0.0011220798412174115,9.386620888065812e-13,5.595509740729843e-16,4.77855610570091e-12,3.841285075684133e-09,4.756234947636907e-12,6.447219276624471e-09,0.0008792690263266103,3.5667077980485406e-12,2.9310172291115106e-16,1.6882590942975843e-12,5.428662754884233e-07
0.00011537991578156517,0.12005210102212832,0.9,0.0,0.0,0.0,0.0,0.07181681044272037,0.003439055535459423,1.8109066708552792e-06,6.415318434116204e-06,2.3682216647294063e-05,6.286315740847123e-07,1.9133148539554983e-05,2.5343132578418357e-06,5.480434905234091e-06,0.003098834887648273,0.017088236814755367,3.6988302043950303e-06,3.337578812265294e-05,8.153488295607142e-09,6.042066019868667e-08,1.883035773016573e-08,3.3607310622769288e-09,1.1780613475733239e-05,0.0033440613115654524,0.03696090218945478,0.0038810856048513104,0.0015346813300745456,4.855193039576668e-10,0.0038076571842564147,7.1595666969157e-11,8.77331646481619e-09,4.761604683979298e-13,7.140121400662163e-13,4.4415020364831164e-13,3.35189951163154e-11,2.8576689131607274e-14,1.3733782991330873e-06,0.0022634720810038216,1.4499334821400877e-13,0.001156039517166502,2.4061828938870362e-11,3.786832311145798e-13,0.0004343811371168304,2.4931474874245644e-11,6.640864860491303e-14,0.007775295851263874,1.8738338806176472e-14,0.0031245774665736616,9.816856780651757e-15,7.0704226279176e-14,2.3761995792879913e-14,1.2098849012402766e-12,5.658294451019794e-13,0.00260141160994288,9.171125968176696e-14,6.36421402967292e-13,4.283761127493375e-14,2.9753480676271773e-13,6.312528689475927e-10,2.4581667352985396e-14,0.0023072241960497113,4.0659712772836767e-13,0.0027898263204931256,4.674602339482271e-11,3.08153763785017e-14,2.1386825714676143e-13,3.263863383581141e-11,4.924763666197082e-09,1.6573326596649344e-10,2.1215064319372138e-10,4.205740859702143e-13,2.198068856106967e-10,1.8516816225379017e-14,2.0021957617039006e-15,2.1107059201691756e-11,3.1865630374570884e-14,2.2121252689616082e-13,8.506948872449457e-12,0.001131256475326952,9.402243968928185e-13,5.617902487878959e-16,4.797617060302314e-12,3.8566073945701e-09,4.775268971627614e-12,6.473020467653345e-09,0.0008851794143595373,3.5809348107546696e-12,2.9427085762892516e-16,1.6950153350871801e-12,5.450872654166472e-07
0.00011592126008445628,0.12008173574998898,0.9,0.0,0.0,0.0,0.0,0.07170844693550237,0.0034403705540375614,1.8082653626601295e-06,6.40508999195601e-06,2.3646486196711926e-05,6.277123522845301e-07,1.9112362201416584e-05,2.5305827307292892e-06,5.47734476219092e-06,0.00310915757647905,0.017157650811304766,3.6948014979583615e-06,3.332560659784602e-05,8.14159601389208e-09,6.033253330367023e-08,1.8802822881177606e-08,3.3561346737278065e-09,1.1755228948968979e-05,0.003357327174949389,0.03710662073440951,0.003891708065403769,0.0015341383804263352,4.848623139800341e-10,0.003822811683135274,7.149732339103035e-11,8.739045372165185e-09,4.746075181233062e-13,7.116871773106866e-13,4.428889054509058e-13,3.3448321356318e-11,2.84667323725282e-14,1.3697652847933205e-06,0.002269924691188475,1.447932118001266e-13,0.0011568173906652567,2.403575538489298e-11,3.7812162913868146e-13,0.00043426961480976705,2.4881322943054337e-11,6.659040783815168e-14,0.0078109312974764455,1.8812917463155474e-14,0.003138106328827587,9.855800158412872e-15,7.100105240520003e-14,2.386868112722832e-14,1.2133607170300793e-12,5.670374066880457e-13,0.0026122218469268395,9.20887469860973e-14,6.390326557598717e-13,4.2982279411566376e-14,2.9853575024468736e-13,6.330663628109403e-10,2.4669094121604748e-14,0.0023184882174571496,4.0788363005413246e-13,0.0028036273561370144,4.687396640967633e-11,3.095119900612317e-14,2.148081236924793e-13,3.272796528140434e-11,4.938242669630951e-09,1.6608708182231517e-10,2.1282190296045026e-10,4.2151286655749925e-13,2.2029752555663712e-10,1.8580868964815314e-14,2.0076757350058106e-15,2.1164828838423515e-11,3.197634875706809e-14,2.2197826098899003e-13,8.530333820387978e-12,0.0011404583212631398,9.41777005672226e-13,5.640261774136702e-16,4.816649244567712e-12,3.871906586164074e-09,4.794274552355921e-12,6.498783102986008e-09,0.0008910879852053047,3.5951403494098436e-12,2.954382276713583e-16,1.7017614799868403e-12,5.473040856204663e-07
0.00011646260438734739,0.12011133001729223,0.9,0.0,0.0,0.0,0.0,0.07160025614482056,0.003441655146097496,1.805627615401494e-06,6.394889871557191e-06,2.3610812738292464e-05,6.267945086148342e-07,1.90916168818566e-05,2.526857710616895e-06,5.474253727469081e-06,0.0031194483964505685,0.017226989938591876,3.690777589226529e-06,3.327550382391695e-05,8.129719764753056e-09,6.024452521879552e-08,1.877532931342543e-08,3.3515442214889122e-09,1.1729985935191672e-05,0.0033705730167151197,0.037252143460511325,0.0039022751982380104,0.0015335946996953562,4.842061210835983e-10,0.0038379435376579077,7.139851084564089e-11,8.704977278375704e-09,4.730599434287863e-13,7.093702288372832e-13,4.4163184842019874e-13,3.337779408476772e-11,2.8357418847269962e-14,1.3661710432227913e-06,0.0022763620930217475,1.4459339973647018e-13,0.001157589853986216,2.40095996473383e-11,3.7756091374733765e-13,0.00043416055837224374,2.483142435982231e-11,6.677122036761124e-14,0.00784651731116382,1.8887384682321788e-14,0.003151622891961867,9.894684760570746e-15,7.1297035420978e-14,2.3975235489212865e-14,1.216809748613675e-12,5.682355409013534e-13,0.0026230173760669754,9.246499514010634e-14,6.416352819214597e-13,4.3126495104971804e-14,2.9953354393190886e-13,6.348658821153779e-10,2.4756467863646732e-14,0.002329738457089731,4.091634189002149e-13,0.002817411768332918,4.700124302572106e-11,3.1086801363716366e-14,2.1574645055403048e-13,3.2816831438970814e-11,4.951651466892015e-09,1.6643801920891635e-10,2.1348965982722783e-10,4.224471453199298e-13,2.2078581268968702e-10,1.8644753265375316e-14,2.0131271655405166e-15,2.1222297578563818e-11,3.208695115830164e-14,2.2274318392327473e-13,8.553598230707258e-12,0.0011496852477962335,9.433199701535729e-13,5.662587650405305e-16,4.8356527043438265e-12,3.887182687320351e-09,4.813251733094042e-12,6.524507241279244e-09,0.0008969946242319754,3.60932444823384e-12,2.9660383585053245e-16,1.7084975443554296e-12,5.495167352662796e-07
0.0001170039486902385,0.12014088391346985,0.9,0.0,0.0,0.0,0.0,0.07149223773108017,0.003442909726013605,1.8029934272420686e-06,6.3847178534537525e-06,2.357519616017654e-05,6.258780409630181e-07,1.907091230357228e-05,2.5231381898683413e-06,5.471161810752345e-06,0.0031297074267289085,0.017296254288705012,3.6867584709030887e-06,3.322547965401454e-05,8.117859539920244e-09,6.015663588278127e-08,1.874787696363247e-08,3.3469597036942326e-09,1.1704882531813381e-05,0.0033837988687491377,0.037397470738920406,0.003912787184809607,0.0015330503086464606,4.835507254939677e-10,0.003853052782261149,7.129924080718414e-11,8.671109722578597e-09,4.715177236176829e-13,7.07061264075018e-13,4.4037901075754174e-13,3.33074133801594e-11,2.824874080281358e-14,1.3625953535546637e-06,0.0022827843299843458,1.443939112922257e-13,0.0011583569458656596,2.3983363066389177e-11,3.770010832686788e-13,0.00043405392925503316,2.47817758716801e-11,6.695108929814836e-14,0.007882053907677758,1.8961740633145194e-14,0.0031651272016212342,9.933510680731245e-15,7.159217726904772e-14,2.4081658414797684e-14,1.2202321156355985e-12,5.694238961738437e-13,0.002633798263784416,9.284000713703954e-14,6.442293027373696e-13,4.327025979427178e-14,3.0052819798553723e-13,6.366514892849644e-10,2.4843788379763705e-14,0.002340974919451493,4.1043650547068764e-13,0.0028311795387015466,4.7127855428512004e-11,3.1222182935356727e-14,2.1668323428342205e-13,3.2905233834492806e-11,4.964990288231962e-09,1.667860923121676e-10,2.1415391964001218e-10,4.2337693204702043e-13,2.2127175212620184e-10,1.8708469630128767e-14,2.018550146918316e-15,2.127946640894829e-11,3.2197437461753595e-14,2.2350729495836e-13,8.57674249783334e-12,0.0011589371241656782,9.44853359854279e-13,5.684880167493643e-16,4.854627485377381e-12,3.902435734812847e-09,4.832200557034808e-12,6.5501929410822355e-09,0.0009028992186304283,3.623487141371801e-12,2.977676849723966e-16,1.7152235435236414e-12,5.517252130027875e-07
0.00011754529299312961,0.12017039752747813,0.9,0.0,0.0,0.0,0.0,0.071384391356391,0.0034441347016942233,1.8003627944709667e-06,6.3745736768822955e-06,2.3539636351342574e-05,6.249629468705055e-07,1.9050248129421397e-05,2.519424159905242e-06,5.468069022226126e-06,0.0031399347461843296,0.017365443952736346,3.682744135729342e-06,3.317553394340672e-05,8.106015322687392e-09,6.006886517183767e-08,1.8720465758157655e-08,3.3423811120275826e-09,1.167991696682404e-05,0.003397004762870505,0.037542602938424,0.0039232442059926875,0.0015325052278312781,4.82896126422865e-10,0.003868139451322289,7.119952457129667e-11,8.637440571849151e-09,4.699808380896611e-13,7.047602525948857e-13,4.391303701867849e-13,3.323717931229571e-11,2.8140691527222402e-14,1.3590379744553856e-06,0.002289191445031826,1.4419474574503165e-13,0.0011591187047507664,2.3957046960223904e-11,3.764421360561774e-13,0.0004339496896717726,2.4732374279988597e-11,6.713001772467079e-14,0.007917541103788115,1.9035985484802683e-14,0.0031786193025962954,9.972278012302351e-15,7.188647984958522e-14,2.4187949466233758e-14,1.2236279367899964e-12,5.706025208569445e-13,0.002644564575407697,9.321378592405876e-14,6.468147391672151e-13,4.3413574926169014e-14,3.0151972261740117e-13,6.384232462479561e-10,2.4931055492975484e-14,0.0023521976093752337,4.117029014188488e-13,0.0028449306495215835,4.725380579660104e-11,3.1357343242471915e-14,2.1761847169041996e-13,3.299317398906257e-11,4.9782593631646886e-09,1.6713131529435854e-10,2.1481468847915944e-10,4.243022368704934e-13,2.2175534916136607e-10,1.8772018564923825e-14,2.0239447724495482e-15,2.13363363132504e-11,3.2307807579749013e-14,2.2427059355343099e-13,8.599767014921803e-12,0.0011682138200676325,9.463772032700355e-13,5.707139376122734e-16,4.873573633318358e-12,3.917665765337706e-09,4.851121067296368e-12,6.575840260842927e-09,0.0009088016573474733,3.637628462896664e-12,2.989297778369662e-16,1.7219394927956607e-12,5.539295176473482e-07
0.00011808663729602072,0.12019987094697093,0.9,0.0,0.0,0.0,0.0,0.0712767166840596,0.003445330474994616,1.7977357129129972e-06,6.364457129876546e-06,2.3504133200457473e-05,6.240492238146353e-07,1.9029624018544052e-05,2.5157156113452382e-06,5.4649753723036336e-06,0.0031501304334739942,0.017434559021226714,3.6787345764746503e-06,3.3125666546028115e-05,8.094187094257803e-09,5.998121294663073e-08,1.8693095621429035e-08,3.3378084378292094e-09,1.1655088006522962e-05,0.0034101907308380884,0.03768754042669094,0.003933646442136131,0.0015319594772314961,4.822423229313447e-10,0.003883203579161068,7.109937322754732e-11,8.603968286949223e-09,4.684492663118174e-13,7.024671640269885e-13,4.378859055591789e-13,3.316709193110195e-11,2.8033266186463832e-14,1.3554987350379415e-06,0.0022955834805220084,1.4399590237439377e-13,0.001159875167896607,2.3930652596146486e-11,3.7588407044808814e-13,0.0004338478025192525,2.4683216445789527e-11,6.73080087330991e-14,0.007952978917766775,1.9110119406188384e-14,0.003192099239273904,1.0010986848515421e-14,7.217994510320278e-14,2.4294108234350413e-14,1.2269973311502749e-12,5.717714632032726e-13,0.0026553163754708337,9.358633450780552e-14,6.493916125779525e-13,4.3556441953269555e-14,3.0250812807877933e-13,6.401812151304425e-10,2.501826902387826e-14,0.0023634065319840733,4.129626188515826e-13,0.002858665083746197,4.737909630221359e-11,3.1492281846122355e-14,2.1855215985851526e-13,3.308065341935516e-11,4.9914589205375816e-09,1.6747370228883684e-10,2.1547197266169438e-10,4.2522306985493587e-13,2.22236609055292e-10,1.883540057807489e-14,2.0293111351735814e-15,2.1392908272287063e-11,3.241806142035502e-14,2.250330791382364e-13,8.622672174011219e-12,0.0011775152056157114,9.47891529307689e-13,5.729365326928693e-16,4.892491193730386e-12,3.93287281552166e-09,4.870013306924678e-12,6.601449258911403e-09,0.0009147018309147107,3.651748446816905e-12,3.0009011723895936e-16,1.728645407450051e-12,5.561296485682468e-07
