Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39)
8.63753385439843e-10,0.11224539828622707,0.9,0.0,0.0,0.0,0.0,0.09999976781888203,5.964515419932858e-08,5.6809377385274346e-08,4.0961166597261366e-08,4.120698503592777e-08,3.393980542112396e-08,3.5645075223442567e-08,3.550024724750462e-08,3.549148680577595e-08,3.173002466231826e-08,3.173002466231826e-08,2.8641455218265648e-08,2.8816429674300793e-08,2.5577575152388373e-10,1.7059236993234496e-09,8.883600938512439e-10,1.5808129824054988e-10,1.1624244641607838e-09,4.791356041473836e-10,8.424848346114901e-10,5.185129051182929e-10,6.61256325869576e-11,6.429475346805431e-12,1.654019342123757e-10,1.8492343928450756e-15,6.259793172686334e-13
8.827931399676248e-10,0.11224539887092418,0.9,0.0,0.0,0.0,0.0,0.0999997627008858,6.096398628493862e-08,5.804266512978225e-08,4.186126173582584e-08,4.2117978084363105e-08,3.46698299423388e-08,3.6432121481344174e-08,3.628084706450504e-08,3.6271719932098595e-08,3.242945018598456e-08,3.242945018598456e-08,2.9270832882810657e-08,2.9453598981090266e-08,2.613285335690063e-10,1.747168263680207e-09,9.103335540795813e-10,1.6187734761264989e-10,1.216135456482326e-09,5.024389463440924e-10,8.799126548182744e-10,5.41470697597705e-10,6.907465756820768e-11,6.573189775042768e-12,1.7288912997208939e-10,1.8901237537756407e-15,6.633174315606131e-13
9.208726490231884e-10,0.11224540004099816,0.9,0.0,0.0,0.0,0.0,0.0999997524648904,6.360217631591015e-08,6.05073358751111e-08,4.366108869436124e-08,4.394030391477866e-08,3.612794618782907e-08,3.800638383352316e-08,3.784179333581383e-08,3.783191392328759e-08,3.382830112592718e-08,3.382830112592718e-08,3.052933419463196e-08,3.072819175531417e-08,2.724255313261362e-10,1.8295945341296363e-09,9.542256371131005e-10,1.6945945269873644e-10,1.3271863668956435e-09,5.507032656997097e-10,9.571962551184995e-10,5.888648034780251e-10,7.516593023489244e-11,6.86057201296253e-12,1.8835999856256274e-10,1.9719186873844935e-15,7.417008446542229e-13
9.58952158078752e-10,0.1122454012119777,0.9,0.0,0.0,0.0,0.0,0.09999974222889108,6.6241067357236e-08,6.296946951059965e-08,4.546043133669538e-08,4.576308205676397e-08,3.758349030821676e-08,3.958087249473683e-08,3.940240140171378e-08,3.939174495926715e-08,3.522715192268311e-08,3.522715192268311e-08,3.1787496892675216e-08,3.200312334923121e-08,2.8351110397396703e-10,1.911936709035799e-09,9.980435710701382e-10,1.7702822932330668e-10,1.4430707618552465e-09,6.011745301071256e-10,1.0377155489119376e-09,6.382285791237333e-10,8.151486404910515e-11,7.1478920212272265e-12,2.0449271721438502e-10,2.053735352774523e-15,8.250645899971651e-13
9.970316671343157e-10,0.11224540238386208,0.9,0.0,0.0,0.0,0.0,0.09999973199288777,6.88806592457687e-08,6.542906892411168e-08,4.725928979310458e-08,4.7586311712155335e-08,3.903646782942397e-08,4.115558729768244e-08,4.096267079702152e-08,4.0951213112108846e-08,3.662600257625229e-08,3.662600257625229e-08,3.30453210680144e-08,3.3278393689349127e-08,2.9458526647694263e-10,1.9941945953430674e-09,1.0417865028280425e-09,1.845836845323912e-10,1.5637825487365053e-09,6.538488578835372e-10,1.1214686348908693e-09,6.895599969416244e-10,8.812149603625504e-11,7.435149714126051e-12,2.2128714250758445e-10,2.1355737289435676e-15,9.134485962408407e-13
9.999999999999999e-10,0.11224540355665015,0.9,0.0,0.0,0.0,0.0,0.09999973119498169,6.908644730934249e-08,6.562069057666779e-08,4.7399492130913175e-08,4.772845309257381e-08,3.9149621086833746e-08,4.1278347265682725e-08,4.108428099371096e-08,4.107275984955419e-08,3.6735044269359096e-08,3.6735044269359096e-08,3.3143355403118555e-08,3.337781641883178e-08,2.954480286437912e-10,2.0006031298576856e-09,1.0451931380422865e-09,1.8517207999733612e-10,1.5733947831746446e-09,6.580473161576247e-10,1.1281330733248445e-09,6.936439371851517e-10,8.864731700889207e-11,7.457539095748111e-12,2.2262407997635435e-10,2.141954017876875e-15,9.205501444860708e-13
1.0351111761898794e-09,0.11224540355665015,0.9,0.0,0.0,0.0,0.0,0.09999972175688045,7.152095181839392e-08,6.788613689053311e-08,4.905766419382915e-08,4.940999208451418e-08,4.0486883946280515e-08,4.273052807512129e-08,4.252260105764704e-08,4.2510318453876137e-08,3.802485308663467e-08,3.802485308663467e-08,3.430280681169832e-08,3.455400270207208e-08,3.056480313297502e-10,2.076368112314981e-09,1.0854538976387513e-09,1.9212583349019292e-10,1.689315645011614e-09,7.087223702204566e-10,1.208453614222982e-09,7.428570316793588e-10,9.498586319364941e-11,7.722345006152048e-12,2.3874313081973085e-10,2.217433810820269e-15,1.0068877079322885e-12
1.073190685245443e-09,0.11224540473034116,0.9,0.0,0.0,0.0,0.0,0.09999971152086908,7.416194491203049e-08,7.034067611482484e-08,5.0855554669073653e-08,5.123412237902439e-08,4.1934743627725654e-08,4.430569465987837e-08,4.4082191720559594e-08,4.4069061056624416e-08,3.942370345383019e-08,3.942370345383019e-08,3.555995421475082e-08,3.582995031370143e-08,3.1669941070976663e-10,2.1584572464549876e-09,1.1290454357242818e-09,1.9965469576534016e-10,1.819663979594548e-09,7.657911932030231e-10,1.2986685904173485e-09,7.981176603311821e-10,1.0210800249066088e-10,8.009477811994847e-12,2.568605383275393e-10,2.2993155933478792e-15,1.105412267196924e-12
1.1112701943010067e-09,0.11224540590493427,0.9,0.0,0.0,0.0,0.0,0.09999970128485366,7.680363836362595e-08,7.279268926550463e-08,5.265296134901155e-08,5.305870180222415e-08,4.338005170872052e-08,4.588108688483407e-08,4.56414423236341e-08,4.562744099240205e-08,4.082255367783879e-08,4.082255367783879e-08,3.6816763368173986e-08,3.710623645044938e-08,3.2773941663206543e-10,2.2404620183207095e-09,1.1725609227386907e-09,2.071702928327876e-10,1.9548214919148266e-09,8.250514582018329e-10,1.3921116689477233e-09,8.553398618003224e-10,1.094879508723718e-10,8.296548046511627e-12,2.756392210333998e-10,2.3812190714605218e-15,1.2090491207286432e-12
1.1493497033565704e-09,0.11224540708042843,0.9,0.0,0.0,0.0,0.0,0.09999969104883415,7.944603201016508e-08,7.524217897966922e-08,5.4449884363776084e-08,5.488372956235843e-08,4.482281289775869e-08,4.745670458294033e-08,4.720035240590508e-08,4.7185458333248314e-08,4.222140375866041e-08,4.222140375866041e-08,3.8073234362941814e-08,3.838286103841296e-08,3.387680609701854e-10,2.3223824767753703e-09,1.2160002803766488e-09,2.1467264750341514e-10,2.0947821350830123e-09,8.864993039717223e-10,1.4887809577735334e-09,9.145216174269993e-10,1.1712574525248358e-10,8.583555624773782e-12,2.950790347148612e-10,2.463144240093725e-15,1.3178210305708166e-12
1.2255087214676975e-09,0.11224540943411672,0.9,0.0,0.0,0.0,0.0,0.0999996705767828,8.473291923617221e-08,8.013359858782253e-08,5.804227991814627e-08,5.8535126933468836e-08,4.770071315264831e-08,5.0608615730718694e-08,5.0317149169083014e-08,5.0300405518265044e-08,4.501910349074252e-08,4.501910349074252e-08,4.058516224028722e-08,4.093712527188474e-08,3.60791312120677e-10,2.485970694447118e-09,1.3026505339510368e-09,2.2963772182503032e-10,2.389088683552643e-09,1.015942326500185e-09,1.6917906084935058e-09,1.038755726796511e-09,1.331750195284193e-10,9.157382473724894e-12,3.359414771558069e-10,2.627059628677803e-15,1.5508468998599977e-12
1.294051837767712e-09,0.11224541155550917,0.9,0.0,0.0,0.0,0.0,0.09999965215192244,8.949351077158152e-08,8.452727227682795e-08,6.127378308696494e-08,6.18229099664049e-08,5.028215905038659e-08,5.344610520734808e-08,5.3121097070905264e-08,5.310261863265046e-08,4.7537032759916384e-08,4.7537032759916384e-08,4.2844741739445626e-08,4.323711984172282e-08,3.8057349947691056e-10,2.6329124332123018e-09,1.3803756363794619e-09,2.430612338629036e-10,2.670330859512848e-09,1.1398839767275326e-09,1.8855139956461908e-09,1.1572478922413224e-09,1.4850156944836973e-10,9.673611505169693e-12,3.749772924434894e-10,2.7746576092101223e-15,1.7783018994968356e-12
1.3625949540677263e-09,0.1122454136798075,0.9,0.0,0.0,0.0,0.0,0.0999996337270486,9.42563684048741e-08,8.891281053744998e-08,6.450372120285578e-08,6.511213336293776e-08,5.2855423908860534e-08,5.628432262190133e-08,5.5923934561957375e-08,5.5903658059451514e-08,5.005496156516355e-08,5.005496156516355e-08,4.510322701827074e-08,4.5538209839605684e-08,4.0031905767512174e-10,2.779582137352181e-09,1.4578548123927016e-09,2.564422038263445e-10,2.967041659046514e-09,1.2708536499764317e-09,2.089660974954291e-09,1.2820577144219553e-09,1.6466411323667301e-10,1.0189636217941624e-11,4.1615292024193573e-10,2.9223257883297226e-15,2.0226255938093937e-12
1.4311380703677407e-09,0.11224541580700662,0.9,0.0,0.0,0.0,0.0,0.09999961530216127,9.902149118650988e-08,9.329022845779448e-08,6.773209502349721e-08,6.840279255644275e-08,5.5420533834647516e-08,5.9123267002395835e-08,5.872565898965009e-08,5.870352421851627e-08,5.2572889906483686e-08,5.2572889906483686e-08,4.736061860644299e-08,4.7840394830953526e-08,4.200280546478957e-10,2.9259802845006933e-09,1.5350886598491964e-09,2.6978076704999284e-10,3.2791862145982834e-09,1.4088290730949064e-09,2.304220586869138e-09,1.4131734954092422e-09,1.8166286519131906e-10,1.0705456123328372e-11,4.594675124540665e-10,3.0700641365454303e-15,2.2838663599314014e-12
1.499681186667755e-09,0.11224541793710129,0.9,0.0,0.0,0.0,0.0,0.09999959687726034,1.0378887816728703e-07,9.765954108725822e-08,7.095890530620251e-08,7.169488299476035e-08,5.7977514782163024e-08,6.196293737749905e-08,6.152626771169504e-08,6.150221752960982e-08,5.5090817783876455e-08,5.5090817783876455e-08,4.96169170333876e-08,5.014367438015647e-08,4.397005581544252e-10,3.0721073623363053e-09,1.6120778442026679e-09,2.8307705837111827e-10,3.606729764155379e-09,1.5537880435297468e-09,2.529181893210722e-09,1.5505835588521045e-09,1.9949803932535655e-10,1.1221070734515212e-11,5.049202189700144e-10,3.2178726243715953e-15,2.5620571964876147e-12
1.6367674192677839e-09,0.11224542220595717,0.9,0.0,0.0,0.0,0.0,0.09999956002741778,1.133304409311633e-07,1.0637391048764046e-07,7.740783828521718e-08,7.828333946971082e-08,6.306719290476256e-08,6.764445222947785e-08,6.712412752144573e-08,6.709608728652527e-08,6.01266721468785e-08,6.01266721468785e-08,5.4126236520007926e-08,5.475351540452359e-08,4.789363549777714e-10,3.363550300073906e-09,1.7653251164300573e-09,3.0954336316505015e-10,4.3078753073104746e-09,1.8645681693745193e-09,3.01026594371171e-09,1.8442399362166427e-09,2.3767850874795097e-10,1.225168213656466e-11,6.022365643817766e-10,3.5136999009744743e-15,3.1693626624640504e-12
1.7738536518678127e-09,0.11224542648633429,0.9,0.0,0.0,0.0,0.0,0.09999952317752087,1.2288104910969057e-07,1.1505603845561837e-07,8.38505261910646e-08,8.487746665932148e-08,6.812466350060912e-08,7.332885942024577e-08,7.271749305917857e-08,7.268527068664831e-08,6.516252465416694e-08,6.516252465416694e-08,5.863118970840156e-08,5.9367729407251134e-08,5.180269871617012e-10,3.653914955131279e-09,1.917602675342102e-09,3.358421879098222e-10,5.070202215168504e-09,2.203017816010007e-09,3.5328260483256864e-09,2.1629338682495326e-09,2.7920722788214154e-10,1.3281466567569675e-11,7.080951153896813e-10,3.809807382484748e-15,3.844584480715968e-12
1.9109398844678414e-09,0.11224543077819217,0.9,0.0,0.0,0.0,0.0,0.09999948632756972,1.3244069512149244e-07,1.237060442559452e-07,9.028697506904631e-08,9.147722866413339e-08,7.315013035053569e-08,7.901615120264594e-08,7.83063435569044e-08,7.826977108509211e-08,7.019837530573907e-08,7.019837530573907e-08,6.313178082473988e-08,6.398631286656179e-08,5.569729916869247e-10,3.943205326169469e-09,2.0689166717888548e-09,3.6197459349652157e-10,5.8934359633309125e-09,2.5689618902714883e-09,4.0967754682909624e-09,2.5065727210374177e-09,3.24085898533698e-10,1.431042020122569e-11,8.224889990128734e-10,4.106194833415301e-15,4.5876469908668355e-12
2.0480261170678702e-09,0.1122454350814905,0.9,0.0,0.0,0.0,0.0,0.09999944947756444,1.4200937139062246e-07,1.3232404672601618e-07,9.671719095861068e-08,9.808258981186554e-08,7.814379598252697e-08,8.470631983993728e-08,8.38906584097061e-08,8.384959183563167e-08,7.523422410159212e-08,7.523422410159212e-08,6.762801409110289e-08,6.860926224450174e-08,5.957749036099341e-10,4.2314253830733385e-09,2.219273181375277e-09,3.8794163289010204e-10,6.777303521254299e-09,2.962226407836161e-09,4.702027801974717e-09,2.875064203410018e-09,3.72316217946045e-10,1.5338539241264734e-11,9.454113106604746e-10,4.40286201844845e-15,5.398400652354367e-12
2.185112349667899e-09,0.11224543939618901,0.9,0.0,0.0,0.0,0.0,0.09999941262750527,1.5158707034655989e-07,1.409101642658285e-07,1.0314117989336095e-07,1.0469351465587379e-07,8.310586165961967e-08,9.039935760577844e-08,8.947041717486264e-08,8.942473629070236e-08,8.027007104172342e-08,8.027007104172342e-08,7.211989372548468e-08,7.323657398707706e-08,6.344332560178718e-10,4.5185790789168045e-09,2.368678225174655e-09,4.137443524062325e-10,7.721533316340068e-09,3.3826384848732627e-09,5.348496982985549e-09,3.2683163655333313e-09,4.238998788082479e-10,1.6365819921294383e-11,1.0768551143981285e-09,4.6998087024353725e-15,6.276648464654638e-12
2.4592848148679566e-09,0.11224544805962733,0.9,0.0,0.0,0.0,0.0,0.09999933892722607,1.7076950606388666e-07,1.5798721593888283e-07,1.1597050100364968e-07,1.1793191476308159e-07,9.293599170738542e-08,1.017940096696513e-07,1.0061618547596113e-07,1.0056100971746588e-07,9.034175935480983e-08,9.034175935480983e-08,8.109060894988268e-08,8.25042702709748e-08,7.113214046606762e-10,5.089703157985754e-09,2.6646579616523365e-09,4.6486098505732525e-10,9.790000451396596e-09,4.304219229039184e-09,6.764743283984605e-09,4.128736626351339e-09,5.3713397291487e-10,1.8417851283960128e-11,1.3652792996744325e-09,5.29453962751897e-15,8.234703668358706e-12
2.733457280068014e-09,0.1122454567681899,0.9,0.0,0.0,0.0,0.0,0.09999926522673422,1.899879418177489e-07,1.749381376909582e-07,1.287749865520378e-07,1.311921498723126e-07,1.0264210498458577e-07,1.1320004579110061e-07,1.1174348813246484e-07,1.11678618158004e-07,1.0041344024497675e-07,1.0041344024497675e-07,9.004396016031254e-08,9.178937297026366e-08,7.876416627625543e-10,5.6566089509670974e-09,2.95690358363447e-09,5.153327313122639e-10,1.209669321126732e-08,5.332342802796207e-09,8.344832480687082e-09,5.087104684488553e-09,6.638016315029329e-10,2.0466484750091187e-11,1.6877054497961733e-09,5.8903857308502105e-15,1.0459725813616634e-11
3.0076297452680717e-09,0.11224546552156255,0.9,0.0,0.0,0.0,0.0,0.099999191526032,2.092423172391129e-07,1.9176386100136938e-07,1.4155468459746342e-07,1.4447394439335584e-07,1.1222576592644562e-07,1.24617404532654e-07,1.2285216736294612e-07,1.227775883833912e-07,1.1048511371220292e-07,1.1048511371220292e-07,9.897998095401438e-08,1.0109185308806861e-07,8.633982242394874e-10,6.2193276173586196e-09,3.2454622461785666e-09,5.651677263726955e-10,1.4639489690224936e-08,6.465665070485064e-09,1.0088087940900143e-08,6.1426971052573286e-09,8.039162327202972e-10,2.2511691249571217e-11,2.0440769733745083e-09,6.487345137310985e-15,1.2949458891963498e-11
3.2818022104681293e-09,0.1122454743194342,0.9,0.0,0.0,0.0,0.0,0.0999991178251217,2.285325720455633e-07,2.084653104781283e-07,1.5430964310586505e-07,1.577770262126843e-07,1.2168851927457595e-07,1.3604602462214025e-07,1.3394206790608501e-07,1.338579471430962e-07,1.2055677975646724e-07,1.2055677975646724e-07,1.078987048632207e-07,1.1041168138277169e-07,9.385952520699363e-10,6.777890078550649e-09,3.5303804671257072e-09,6.14374002633508e-10,1.741628984020435e-08,7.702858853402095e-09,1.1993838234269126e-08,7.2947957967477454e-09,9.574910824162726e-10,2.4553442176473357e-11,2.4343368007663633e-09,7.085415974478636e-15,1.5701610711855143e-11
3.555974675668187e-09,0.1122454831614968,0.9,0.0,0.0,0.0,0.0,0.09999904412400556,2.4785864604123045e-07,2.2504340390361588e-07,1.6703990995036658e-07,1.7110112664849078e-07,1.3103189031387124e-07,1.474858449523042e-07,1.4501303699518804e-07,1.4491972116492475e-07,1.3062843837774887e-07,1.3062843837774887e-07,1.1680016535528591e-07,1.1974882837203194e-07,1.0132368785004678e-09,7.332327026023139e-09,3.811704152991169e-09,6.629594914995225e-10,2.0425015181598792e-08,9.042613710159609e-09,1.4061417077532765e-08,8.542687969366343e-09,1.1245394143415139e-09,2.6591709384367033e-11,2.8584273919272855e-09,7.684596372623713e-15,1.871388985444751e-11
3.8301471408682445e-09,0.11224549204744522,0.9,0.0,0.0,0.0,0.0,0.09999897042268596,2.672204791167202e-07,2.4149905228025693e-07,1.797455329114566e-07,1.8444598040770998e-07,1.4025738507891843e-07,1.5893680458043438e-07,1.5606492433370846e-07,1.5596293715496517e-07,1.4070008957602723e-07,1.4070008957602723e-07,1.256843958328114e-07,1.2910326433664175e-07,1.087327205251404e-09,7.88266892748455e-09,4.08947864393889e-09,7.109320244657758e-10,2.36636085612116e-08,1.0483635727199337e-08,1.629016328212501e-08,9.885666096911972e-09,1.30507439034139e-09,2.8626465181809123e-11,3.3162907439444127e-09,8.284884464707702e-15,2.1984006844126846e-11
4.104319606068302e-09,0.11224550097697718,0.9,0.0,0.0,0.0,0.0,0.0999988967211651,2.8661801124905034e-07,2.5783315987752904e-07,1.9242655967714955e-07,1.9781132554753116e-07,1.4936649057355414e-07,1.7039884272802683e-07,1.6709758207325138e-07,1.6698762179753881e-07,1.5077173335128185e-07,1.5077173335128185e-07,1.3455142963375836e-07,1.3847495932398704e-07,1.1608703037284724e-09,8.428946026438509e-09,4.3637487193704345e-09,7.582993340033761e-10,2.7130033932377955e-08,1.2024647331247767e-08,1.8679420707206346e-08,1.1323027881567038e-08,1.4991091005304578e-09,3.065768232829274e-11,3.80786839779617e-09,8.88627838638103e-15,2.5509678233017398e-11
4.37849207126836e-09,0.11224550994979363,0.9,0.0,0.0,0.0,0.0,0.09999882301944532,3.0605118250156857e-07,2.7404662429177456e-07,2.0508303784319386e-07,2.1119690342629842e-07,1.5836067506386042e-07,1.8187189878035327e-07,1.7811086478542979e-07,1.7799380175513672e-07,1.6084336970349267e-07,1.6084336970349267e-07,1.4340130003159312e-07,1.478638831524708e-07,1.2338702152921081e-09,8.971188342024036e-09,4.63455859205178e-09,8.050690550221337e-10,3.0822276068539324e-08,1.3664387049831031e-08,2.122853819969231e-08,1.2854076209060859e-08,1.706656563516731e-09,3.268533402906337e-11,4.333101446993483e-09,9.488776275980434e-15,2.928863734605064e-11
4.652664536468417e-09,0.1122455189655979,0.9,0.0,0.0,0.0,0.0,0.09999874931752877,3.2551993302388404e-07,2.901403364936212e-07,2.1771501491324534e-07,2.2460245866291113e-07,1.6724138831322385e-07,1.9335591228609925e-07,1.8910462943847627e-07,1.889815036683666e-07,1.709149986326397e-07,1.709149986326397e-07,1.5223404023540848e-07,1.5727000541518347e-07,1.3063309514709667e-09,9.509425671243575e-09,4.901951910410849e-09,8.512487262584798e-10,3.473834032744686e-08,1.540160931312971e-08,2.393686954459511e-08,1.4478119111359818e-08,1.9277297265894696e-09,3.47093939308111e-11,4.891930544749458e-09,1.0092376274526836e-14,3.331864179212167e-11
5.201009466868532e-09,0.1122455371249987,0.9,0.0,0.0,0.0,0.0,0.09999860191311447,3.6456393290724656e-07,3.2197203528478903e-07,2.429056553205415e-07,2.514724957570829e-07,1.846681088923013e-07,2.1635657066756232e-07,2.110330442890964e-07,2.1090157981443637e-07,1.910582342216639e-07,1.910582342216639e-07,1.698482625761907e-07,1.7613372251008306e-07,1.4496507958489838e-09,1.0574003462509626e-08,5.426660743777939e-09,9.418676000150506e-10,4.323405827493691e-08,1.9163597581574115e-08,2.982861333904411e-08,1.8002446285011308e-08,2.4105045866475746e-09,3.8746635106520214e-11,6.110137338303843e-09,1.1302875175952335e-14,4.212292995234524e-11
5.7493543972686475e-09,0.11224555545286435,0.9,0.0,0.0,0.0,0.0,0.09999845450793964,4.0374953381862526e-07,3.5333525327337745e-07,2.6799885909297426e-07,2.784194574967228e-07,2.0165788870011644e-07,2.394003375165879e-07,2.328817294351954e-07,2.3274806292099118e-07,2.112014401181995e-07,2.112014401181995e-07,1.8739436104594701e-07,1.9506586298304556e-07,1.5908613404326086e-09,1.1622913408912811e-08,5.93821353041095e-09,1.0302143847586034e-09,5.2601633918301534e-08,2.330095833725094e-08,3.634957929921274e-08,2.189057519499466e-08,2.9475358396976465e-09,4.2769203697925e-11,7.462005463667312e-09,1.2517760272425196e-14,5.190507761136569e-11
6.297699327668763e-09,0.11224557394692353,0.9,0.0,0.0,0.0,0.0,0.09999830710202143,4.430762600532088e-07,3.842368845028331e-07,2.9299500296217407e-07,3.0544141418342383e-07,2.1822168233327212e-07,2.624867350687449e-07,2.5464962455708995e-07,2.5452116531981415e-07,2.3134461632209515e-07,2.3134461632209515e-07,2.0487259901235264e-07,2.1406617583414736e-07,1.7299936251371352e-09,1.2656386074844842e-08,6.436940120108267e-09,1.1163460442285567e-09,6.282582853105748e-08,2.7804279865570265e-08,4.3494770534127826e-08,2.6137151612011728e-08,3.538924515684271e-09,4.6776904338839896e-11,8.947045011989368e-09,1.3737016788517666e-14,6.26479585138784e-11
6.846044258068878e-09,0.11224559260494789,0.9,0.0,0.0,0.0,0.0,0.0999981596953766,4.825436372795733e-07,4.146837215674042e-07,3.178944622031682e-07,3.3253648449811624e-07,2.3437016975798197e-07,2.856152881391495e-07,2.763357054658807e-07,2.7622109898755543e-07,2.5148776283320266e-07,2.5148776283320266e-07,2.2228323882490143e-07,2.3313440680434438e-07,1.8670782331104265e-09,1.3674648630571954e-08,6.923162081355477e-09,1.2003181141003855e-09,7.389171143602664e-08,3.266438641241286e-08,5.125926450745695e-08,3.0736900097700605e-08,4.184770521649465e-09,5.076954831819102e-11,1.056475970532982e-08,1.496062999153335e-14,7.433477941662734e-11
7.394389188468993e-09,0.11224561142475072,0.9,0.0,0.0,0.0,0.0,0.09999801228802167,5.221511925373677e-07,4.4468245710920457e-07,3.4269761064003687e-07,3.5970283428331625e-07,2.50113763219751e-07,3.087855241107173e-07,2.9793898338015834e-07,2.9784807554409314e-07,2.7163087965137735e-07,2.7163087965137735e-07,2.396265418188593e-07,2.522702984877853e-07,2.002145297473331e-09,1.467792490441468e-08,7.3971929127120424e-09,1.2821847381905623e-09,8.57846531052499e-08,3.7872332244607964e-08,5.96382115345288e-08,3.568462284036065e-08,4.885172647823803e-09,5.4746953446793967e-11,1.2314647116061594e-08,1.6188585191433937e-14,8.694909578032645e-11
7.942734118869108e-09,0.11224563040418686,0.9,0.0,0.0,0.0,0.0,0.09999786487997274,5.618984542350026e-07,4.742396852850741e-07,3.67404820651508e-07,3.8693867536458655e-07,2.654626139161225e-07,3.3199697292254676e-07,3.1945850422018945e-07,3.194023062509321e-07,2.9177396677647797e-07,2.9177396677647797e-07,2.569027683191741e-07,2.7147359044108773e-07,2.1352245079241146e-09,1.5666435431450425e-08,7.859338262060257e-09,1.36199870279437e-09,9.849031849301258e-08,4.3419395902138704e-08,6.862683332407991e-08,4.097519851598196e-08,5.640228573647765e-09,5.87089439273512e-11,1.4196198880341413e-08,1.7420867740766105e-14,1.004748054495071e-10
8.491079049269223e-09,0.11224564954115107,0.9,0.0,0.0,0.0,0.0,0.09999771747124554,6.017849521473347e-07,5.033619032121212e-07,3.920164631765279e-07,4.142422644015633e-07,2.8042661852532337e-07,3.552491670583557e-07,3.408933479143646e-07,3.408840020096278e-07,3.119170242083662e-07,3.119170242083662e-07,2.7411217764436927e-07,2.9074401929040846e-07,2.2663451172469067e-09,1.664039750079875e-08,8.309896116923026e-09,1.439811470565216e-09,1.1199466054167899e-07,4.9297074594271286e-08,7.822042155311049e-08,4.660358116635795e-08,6.450034873762857e-09,6.265535022670787e-11,1.620890090726983e-08,1.8657463034588315e-14,1.1489612622007237e-10
9.039423979669338e-09,0.11224566883357742,0.9,0.0,0.0,0.0,0.0,0.09999757006185561,6.418102174133272e-07,5.320555123956826e-07,4.165329077198279e-07,4.4161190176341635e-07,2.9501542559844337e-07,3.785416415349301e-07,3.622426277150428e-07,3.622933733602303e-07,3.320600519469069e-07,3.320600519469069e-07,2.9125502811043467e-07,3.100813188367563e-07,2.3955359477409815e-09,1.7600025203836844e-08,8.749156988266375e-09,1.5156732139754997e-09,1.2628391380368315e-07,5.5497078714651686e-08,8.841433646861055e-08,5.2564799089718855e-08,7.314687023995509e-09,6.658600894983858e-11,1.835223358462057e-08,1.989835651039693e-14,1.3019758530797306e-10
9.587768910069454e-09,0.1122456882794384,0.9,0.0,0.0,0.0,0.0,0.0999974226518181,6.819737825337041e-07,5.603268201386083e-07,4.409545223574808e-07,4.6904593043073503e-07,3.092384417883178e-07,4.018739338906011e-07,3.835054895250533e-07,3.8363063047975084e-07,3.5220304999196805e-07,3.5220304999196805e-07,3.0833157703470957e-07,3.2948522015935304e-07,2.52282539756596e-09,1.854552948173883e-08,9.177404103171961e-09,1.5896328476909221e-09,1.4134458819110123e-07,6.201132648548951e-08,9.92040055186399e-08,5.885395374590637e-08,8.234279407323479e-09,7.050076271579701e-11,2.062567198075655e-08,2.114353364805201e-14,1.463640210512142e-10
9.999999999999999e-09,0.11224570787674429,0.9,0.0,0.0,0.0,0.0,0.09999731183246709,7.12258463774932e-07,5.813061198958292e-07,4.5925181974877746e-07,4.897115236754383e-07,3.1969561195217446e-07,4.194404697352788e-07,3.9943294056108923e-07,3.996240529545125e-07,3.673459989951184e-07,3.673459989951184e-07,3.211257683415148e-07,3.4411624675824973e-07,2.6172831265149346e-09,1.9247160192555634e-08,9.492263689533976e-09,1.6440100965231874e-09,1.5316676260721695e-07,6.711071728637496e-08,1.0770495162813155e-07,6.379499057372214e-08,8.961837215988859e-09,7.343320553603825e-11,2.2420132839898846e-08,2.2082436510532327e-14,1.5907809277896272e-10
1.0136113840469569e-08,0.11224570787674429,0.9,0.0,0.0,0.0,0.0,0.09999727524114788,7.222751813685896e-07,5.881820409288377e-07,4.652816737424275e-07,4.965427349264604e-07,3.2310483791510856e-07,4.252455841737837e-07,4.0468111123661066e-07,4.0489598318065404e-07,3.7234601834342096e-07,3.7234601834342096e-07,3.2534208073974553e-07,3.4895545171677414e-07,2.6482414469892652e-09,1.947711817154807e-08,9.594913590975157e-09,1.661738059992938e-09,1.5716346288518723e-07,6.883193874348287e-08,1.1058492201610044e-07,6.546621867896497e-08,9.20890531980902e-09,7.439946003595222e-11,2.3028686042208234e-08,2.2392979969702894e-14,1.6338057946881447e-10
1.1232803701269799e-08,0.11224574751791466,0.9,0.0,0.0,0.0,0.0,0.09999698041796724,8.032896224051767e-07,6.42668623642778e-07,5.136540462832163e-07,5.517184110588183e-07,3.498033090164706e-07,4.7210513119856763e-07,4.467675020292835e-07,4.47211812744948e-07,4.1263186596500065e-07,4.1263186596500065e-07,3.5916597283137057e-07,3.880938068533654e-07,2.8935632127738924e-09,2.1299364885554915e-08,1.0398789745257947e-08,1.8005700234402001e-09,1.9102424119344732e-07,8.336172315500327e-08,1.3510279221245024e-07,7.964112767104618e-08,1.1323625517206785e-08,8.214810813662116e-11,2.8221296483179013e-08,2.490462246458722e-14,1.9990611578112322e-10
