Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014),S(1016),S(1642),S(1638),C5F10(63),S(1011),CHO2(367),S(1123),S(872),S(869)
0.00011694671499687989,0.1201611432875094,0.9,0.0,0.0,0.0,0.0,0.07154913692404755,0.0044203093614791,1.7998696729535575e-06,6.289834475571163e-06,2.3590474454811542e-05,6.256474300001219e-07,1.85377512334965e-05,2.5220985919637855e-06,5.693723122673306e-06,0.0032153200801205164,0.017240217957549795,3.6987538781422637e-06,3.323706549129892e-05,8.10379333190892e-09,6.005241230998818e-08,1.8740969132238534e-08,3.3362856964345e-09,1.065936537667971e-05,0.0033834135445498666,0.037210861470457865,0.003913931338542872,0.001544280098639788,4.816465347996444e-10,0.0038514159304220185,9.159762529483764e-11,7.901469264063542e-09,4.721191993045191e-13,7.077514021250737e-13,4.283358971214255e-13,3.3572435979572385e-11,2.58845472458423e-14,1.25831006901977e-06,0.0021458060987565404,1.442367146391101e-13,0.001070425501477548,2.2176673418012537e-11,3.769513524458574e-13,0.00038477304369381905,2.1981921446053764e-11,6.697066637535654e-14,0.008433441454432833,1.895368482361558e-14,0.0030621332192966354,9.932379397225044e-15,9.160307690095498e-14,2.2177770965269036e-14,1.5668348614694974e-12,5.736659892629428e-13,0.0024417185834052736,1.1912541592958356e-13,8.268844373642962e-13,4.356135755879877e-14,3.0264409799173356e-13,8.174901554527747e-10,2.194806454576834e-14,0.0023513562707860795,3.7932701369362683e-13,0.0030371787605402495,4.714165779068009e-11,2.8834972388043964e-14,2.0017814658256424e-13,3.2914916345517135e-11,4.9664512586482704e-09,1.6802861498446735e-10,1.9792188882943272e-10,3.753547238284719e-13,1.961736491131715e-10,1.878128887807337e-14,2.0191403992313854e-15,2.1285749443312557e-11,2.852492357012973e-14,1.980751357199878e-13,8.579198553911621e-12,0.0011582864919899654,8.575237591295222e-13,5.682465119716394e-16,4.854074656979294e-12,3.901991338758113e-09
0.0001174243469720768,0.12018723079711037,0.9,0.0,0.0,0.0,0.0,0.07145419131772537,0.004425272857288839,1.7975405106011015e-06,6.280955581544166e-06,2.3559154498938947e-05,6.24838898361107e-07,1.851819047250903e-05,2.5188188091662724e-06,5.692588880391435e-06,0.003224984512773655,0.0173010107789216,3.6952895250062706e-06,3.3193045074000636e-05,8.09330645639191e-09,5.997470011862511e-08,1.871674995397352e-08,3.3322018497047068e-09,1.0636435560532677e-05,0.003395078330444936,0.0373379036472625,0.0039231857618784935,0.001543866269421077,4.810615087018865e-10,0.0038647313812349383,9.155891459838888e-11,7.872300037487882e-09,4.707645142389623e-13,7.057228728876499e-13,4.2722336916989114e-13,3.351162524171982e-11,2.5791100522065472e-14,1.255188271353641e-06,0.002150331204820481,1.4405913328818098e-13,0.0010706030888597638,2.2146111320892876e-11,3.764574918177822e-13,0.00038450539439565073,2.1932719357808653e-11,6.712901734165304e-14,0.008469320209016154,1.9019213116971535e-14,0.003073243896414493,9.966622638887689e-15,9.20093362904923e-14,2.2254835353221044e-14,1.5719618696796314e-12,5.747435410424521e-13,0.0024495993405725986,1.1964551759162414e-13,8.304866297195321e-13,4.3690762462108934e-14,3.035402244387492e-13,8.201651527348233e-10,2.2005359878984722e-14,0.002361407931706986,3.8020446140258814e-13,0.0030508537005746704,4.725312343056769e-11,2.893318193132585e-14,2.0085800547524574e-13,3.299274318548378e-11,4.978194360264899e-09,1.683442333858502e-10,1.9837971573070541e-10,3.7589891966191914e-13,1.9645806510953115e-10,1.8838375278299138e-14,2.023914621978866e-15,2.1336079232152878e-11,2.859742322352285e-14,1.9857665893149146e-13,8.599574769083595e-12,0.001166472486622751,8.58510045312098e-13,5.702111033365996e-16,4.8708098175254415e-12,3.915444047284944e-09
0.0001179019789472737,0.12021328595798485,0.9,0.0,0.0,0.0,0.0,0.07135937889591619,0.004430195866422431,1.7952142204024142e-06,6.272100477087704e-06,2.3527878558078427e-05,6.24031443475175e-07,1.8498667619190493e-05,2.51554334751178e-06,5.691454426993048e-06,0.003234625927441736,0.017361745923475218,3.6918290244344968e-06,3.314908574941357e-05,8.082832512369196e-09,5.989708375632154e-08,1.8692563029345397e-08,3.3281228354779005e-09,1.0613631318819543e-05,0.0034067276477550167,0.03746479223750085,0.003932397561346027,0.001543451682153327,4.804771437076517e-10,0.0038780293032075514,9.151930688886246e-11,7.84329813907196e-09,4.694139605529792e-13,7.037005104089554e-13,4.261143068672359e-13,3.345091976281447e-11,2.5698182017052812e-14,1.25208279222941e-06,0.0021548417480501394,1.4388179760776572e-13,0.0010707776828450953,2.2115538113327107e-11,3.7596431878734466e-13,0.00038424045669620906,2.188378036785834e-11,6.728663897773302e-14,0.008505171457913721,1.908465514709019e-14,0.0030843429328748498,1.0000820470865081e-14,9.241501779619e-14,2.2331761659597933e-14,1.5770638875277497e-12,5.758135294803765e-13,0.0024574641815271027,1.2016470912350585e-13,8.340824732142645e-13,4.381982273841894e-14,3.0443395317649937e-13,8.228271113897981e-10,2.2062611035422524e-14,0.002371449673854796,3.810767329918914e-13,0.003064518620887842,4.736407568387784e-11,2.9031177393109066e-14,2.0153637425193135e-13,3.3070211571991795e-11,4.989883375715475e-09,1.6865763646004215e-10,1.988348418819852e-10,3.7644032229768954e-13,1.9674102128198964e-10,1.8895334462568175e-14,2.0286668556911337e-15,2.1386177212894654e-11,2.866983468785077e-14,1.99077569146952e-13,8.619858123411924e-12,0.0011746777660743158,8.594904386594974e-13,5.721731084572941e-16,4.887522785699482e-12,3.928878916274909e-09
0.00011837961092247061,0.12023930882953122,0.9,0.0,0.0,0.0,0.0,0.07126469942323285,0.004435078656813397,1.7928907993294e-06,6.263269011739695e-06,2.34966465543694e-05,6.232250635835994e-07,1.847918245458378e-05,2.512272200753547e-06,5.690319718888912e-06,0.0032442443701481203,0.017422423458377315,3.6883723704698026e-06,3.310518741427508e-05,8.072371486208034e-09,5.981956312206301e-08,1.8668408305674934e-08,3.324048647175996e-09,1.059095152844917e-05,0.003418361518134442,0.037591527494687936,0.003941566860038633,0.0015430363485688908,4.798934391219094e-10,0.003891309720006285,9.147881180984913e-11,7.81446222817499e-09,4.680675240838125e-13,7.016842936877781e-13,4.2500869470393663e-13,3.3390319558759286e-11,2.5605787520524118e-14,1.2489934906443116e-06,0.0021593377864676353,1.437047071755281e-13,0.0010709493197659425,2.2084954688940175e-11,3.7547183220987965e-13,0.000383978203506518,2.1835101950242267e-11,6.744353338982361e-14,0.008540995106559729,1.9150011030438492e-14,0.0030954303694683684,1.0034972956725669e-14,9.282011813593069e-14,2.2408550222378575e-14,1.5821409204056419e-12,5.768759858178855e-13,0.0024653131833055845,1.206829863603145e-13,8.376719393254595e-13,4.39485392560261e-14,3.0532529032368495e-13,8.254760342308663e-10,2.2119818371137523e-14,0.002381481496698802,3.8194384837890517e-13,0.0030781734865754995,4.747451603321597e-11,2.912895929855889e-14,2.0221325662407834e-13,3.314732254021631e-11,5.001518461195043e-09,1.6896883335767644e-10,1.9928727767554733e-10,3.76978945900696e-13,1.9702252503364613e-10,1.8952166729806064e-14,2.0333971638701654e-15,2.14360440549748e-11,2.8742158538946447e-14,1.9957787038272432e-13,8.640048884460101e-12,0.0011829022413877535,8.604649549024408e-13,5.741325308255201e-16,4.904213592568319e-12,3.94229597070142e-09
0.00011885724289766752,0.120265299473949,0.9,0.0,0.0,0.0,0.0,0.07117015266574189,0.004439921493294527,1.7905702454422418e-06,6.254460982115992e-06,2.3465458411114315e-05,6.22419757242566e-07,1.8459734721991028e-05,2.5090053632101697e-06,5.6891847134914955e-06,0.0032538398866954815,0.017483043449887974,3.6849195571898656e-06,3.306134996789912e-05,8.06192336917653e-09,5.974213815103813e-08,1.864428573968709e-08,3.3199792863103173e-09,1.0568394685483738e-05,0.0034299799631836675,0.03771810967034988,0.003950693780599474,0.0015426202804460268,4.793103955226492e-10,0.0039045726552493134,9.143743890228243e-11,7.785790292769792e-09,4.667251908817553e-13,6.996742021166778e-13,4.239065143095575e-13,3.332982467558769e-11,2.5513910682993742e-14,1.2459201719500993e-06,0.002163819377735822,1.435278615564451e-13,0.0010711180358381786,2.205436201113732e-11,3.749800309746624e-13,0.00038371860826877786,2.1786681587735422e-11,6.759970267645161e-14,0.008576791062086985,1.921528088324546e-14,0.0031065062462071686,1.0069080159879613e-14,9.32246340248489e-14,2.2485201229096207e-14,1.5871929752545512e-12,5.779309402318749e-13,0.0024731464219011714,1.2120034516438883e-13,8.412549997171052e-13,4.407691280847843e-14,3.06214241478974e-13,8.281119248795428e-10,2.2176982319515895e-14,0.0023915033999238593,3.8280582509740443e-13,0.003091818263348015,4.7584445955767415e-11,2.92265279769039e-14,2.028886549439609e-13,3.322407712154806e-11,5.0130997723276374e-09,1.692778329177008e-10,1.997370322602222e-10,3.77514805587772e-13,1.9730258426501926e-10,1.9008872346797665e-14,2.0381056097857863e-15,2.148568042538298e-11,2.8814395450486015e-14,2.000775673332357e-13,8.660147318795196e-12,0.001191145823955947,8.614336669761137e-13,5.760893739259574e-16,4.920882269121569e-12,3.955695235475758e-09
0.00011933487487286443,0.12029125794992732,0.9,0.0,0.0,0.0,0.0,0.07107573838983672,0.004444724639409236,1.7882525554543155e-06,6.245676225077295e-06,2.343431405104643e-05,6.216155226902029e-07,1.8440324170895297e-05,2.5057428281839187e-06,5.688049368735518e-06,0.003263412522848497,0.017543605964167756,3.6814705786836797e-06,3.301757330802697e-05,8.051488146477891e-09,5.966480873359183e-08,1.862019527860923e-08,3.315914745981895e-09,1.0545959820236924e-05,0.0034415830044824854,0.03784453901609084,0.003959778445490598,0.0015422034892340526,4.787280120749942e-10,0.003917818132533172,9.139519762253847e-11,7.757281171821397e-09,4.65386947008667e-13,6.976702150446222e-13,4.228077499210157e-13,3.326943513479958e-11,2.5422547867187273e-14,1.2428626995768422e-06,0.002168286579186284,1.4335126032233916e-13,0.0010712838662575504,2.2023760973739424e-11,3.7448891395172553e-13,0.00038346164462657085,2.1738516792289934e-11,6.77551489330453e-14,0.008612559232298592,1.928046482163417e-14,0.0031175706031001346,1.0103142143676532e-14,9.362856226528132e-14,2.256171494578284e-14,1.5922200607333249e-12,5.78978423264848e-13,0.002480963973114917,1.2171678152305951e-13,8.448316269175953e-13,4.420494422720972e-14,3.071008125034638e-13,8.307347878535149e-10,2.22341032903725e-14,0.002401515383303847,3.8366268184071837e-13,0.003105452917294113,4.769386692653604e-11,2.932388386121863e-14,2.0356257228299357e-13,3.330047634585469e-11,5.024627464507468e-09,1.6958464408611402e-10,2.0018411538965214e-10,3.7804791602936586e-13,1.9758120664339904e-10,1.9065451596722447e-14,2.0427922566143902e-15,2.1535086990123843e-11,2.888654606295302e-14,2.0057666446316587e-13,8.680153692610822e-12,0.0011994084253186045,8.623965882401742e-13,5.780436412400909e-16,4.937528846319207e-12,3.969076735485372e-09
0.00011981250684806133,0.12031718431922497,0.9,0.0,0.0,0.0,0.0,0.07098145636331715,0.004449488354937775,1.7859377272721583e-06,6.236914582942643e-06,2.3403213397588424e-05,6.208123583829337e-07,1.842095057159587e-05,2.502484589968801e-06,5.686913643518198e-06,0.0032729623241551592,0.017604111066621724,3.678025429073951e-06,3.2973857333259355e-05,8.041065808687666e-09,5.9587574799922934e-08,1.8596136876217895e-08,3.3118550222606634e-09,1.0523645714798998e-05,0.003453170663547897,0.03797081578208035,0.003968820976642057,0.0015417859860974961,4.781462884592011e-10,0.0039310461753946915,9.135209724726101e-11,7.728933359870859e-09,4.640527784931987e-13,6.956723117492951e-13,4.217123866950574e-13,3.3209150929905525e-11,2.5331694341886642e-14,1.2398209269788875e-06,0.0021727394476438373,1.4317490306462118e-13,0.0010714468452592872,2.199315238343711e-11,3.7399848001330925e-13,0.00038320728683366684,2.16906051854996e-11,6.790987424593001e-14,0.008648299527105652,1.9345562961433687e-14,0.003128623479590958,1.0137158971281696e-14,9.403189980321753e-14,2.26380917567922e-14,1.5972221863855892e-12,5.800184660557101e-13,0.0024887659117831915,1.2223229159076973e-13,8.484017946136035e-13,4.4332634396253155e-14,3.0798500962209424e-13,8.33344628132171e-10,2.2291181573224493e-14,0.0024115174468590838,3.8451443908807276e-13,0.0031190774153081976,4.780278041411812e-11,2.942102754002833e-14,2.042350127897823e-13,3.3376521238529944e-11,5.036101692453691e-09,1.6988927598357634e-10,2.0062853774916167e-10,3.7857829021945195e-13,1.9785839895995248e-10,1.9121904784119627e-14,2.047457167257925e-15,2.158426441230881e-11,2.895861086474392e-14,2.0107516518146123e-13,8.700068270941163e-12,0.001207689957433183,8.633537479463386e-13,5.799953362405967e-16,4.954153355031119e-12,3.982440495545297e-09
0.00012029013882325824,0.12034307863965785,0.9,0.0,0.0,0.0,0.0,0.0708873063543544,0.004454212898735953,1.7836257583806043e-06,6.228175910344173e-06,2.337215637413596e-05,6.20010262692726e-07,1.840161370162098e-05,2.4992306426279666e-06,5.685777496470968e-06,0.0032824893361114694,0.017664558822449578,3.674584102496136e-06,3.293020194200053e-05,8.030656344482733e-09,5.951043626612508e-08,1.85721104837476e-08,3.3078001106691308e-09,1.0501451251606213e-05,0.003464742961881153,0.03809694021804222,0.003977821495849426,0.0015413677820863864,4.775652242946287e-10,0.003944256807355696,9.130814705306896e-11,7.700745467092375e-09,4.627226714197134e-13,6.936804716078615e-13,4.206204083959293e-13,3.314897206438138e-11,2.5241345737591e-14,1.236794719996902e-06,0.002177178039767518,1.429987893641727e-13,0.001071607006788963,2.1962537076625535e-11,3.7350872803284364e-13,0.00038295550927786894,2.1642944374163746e-11,6.806388069912996e-14,0.008684011856900384,1.9410575418399288e-14,0.0031396649149672447,1.0171130705814164e-14,9.443464352065023e-14,2.2714331967124034e-14,1.60219936126904e-12,5.810510992554387e-13,0.0024965523124973045,1.227468714491897e-13,8.519654759861081e-13,4.4459984163386224e-14,3.0886683880793907e-13,8.35941450441366e-10,2.2348217512253736e-14,0.002421509590674601,3.8536111607637326e-13,0.0031326917245178723,4.791118788549011e-11,2.9517959498313417e-14,2.0490597989485436e-13,3.345221282383666e-11,5.047522610714813e-09,1.7019173758785056e-10,2.01070309375975e-10,3.7910594191128536e-13,1.9813416840263543e-10,1.9178232198105118e-14,2.0521004045489584e-15,2.1633213354317908e-11,2.903059041423282e-14,2.0157307338239525e-13,8.719891318532483e-12,0.001215990332363707,8.6430517456917e-13,5.819444623979374e-16,4.970755826104585e-12,3.995786540452401e-09
0.00012076777079845515,0.12036894097209058,0.9,0.0,0.0,0.0,0.0,0.07079328813242096,0.0044588985266282065,1.7813166463330479e-06,6.219460031876775e-06,2.334114290488231e-05,6.192092340683833e-07,1.838231333167458e-05,2.4959809803050402e-06,5.684640887250953e-06,0.003291993604015119,0.01772494929610068,3.671146593116757e-06,3.28866070343252e-05,8.02025974284894e-09,5.943339305052665e-08,1.8548116054720577e-08,3.3037500091931723e-09,1.0479375131528116e-05,0.0034762999209301433,0.038222912572158846,0.003986780124457533,0.001540948888166883,4.769848195893756e-10,0.0039574500518888105,9.126335619971398e-11,7.67271582287524e-09,4.613966120787383e-13,6.916946743426748e-13,4.1953179841639645e-13,3.30888985594298e-11,2.51514967915507e-14,1.2337839108835371e-06,0.0021816024118116815,1.4282291879261862e-13,0.0010717643843354513,2.193191592811654e-11,3.7301965690713655e-13,0.0003827062868537055,2.1595531974560762e-11,6.821717036895666e-14,0.008719696133738936,1.947550230804392e-14,0.0031506949478994966,1.0205057410236259e-14,9.48367903279583e-14,2.2790435774342258e-14,1.6071515966731858e-12,5.820763526804618e-13,0.002504323248929371,1.2326051725344036e-13,8.555226447223351e-13,4.4586994323469645e-14,3.097463056655404e-13,8.38525260671312e-10,2.2405211523797365e-14,0.0024314918150393204,3.862027302994969e-13,0.0031462958126781586,4.801909080219958e-11,2.9614680081718224e-14,2.055754760616488e-13,3.352755212224705e-11,5.058890373267397e-09,1.7049203763229128e-10,2.0150943939804223e-10,3.796308856867348e-13,1.984085225923872e-10,1.9234434105313155e-14,2.0567220310875296e-15,2.168193447607988e-11,2.910248535916723e-14,2.020703935799966e-13,8.739623099139969e-12,0.0012243094625276816,8.652509150585944e-13,5.838910231753172e-16,4.987336290310339e-12,4.009114894942009e-09
0.00012124540277365206,0.12039477137426127,0.9,0.0,0.0,0.0,0.0,0.07069940146739177,0.004463545492866074,1.7790103877449239e-06,6.210766801583308e-06,2.3310172913635205e-05,6.18409270749129e-07,1.8363049250122715e-05,2.4927355964158443e-06,5.683503776045102e-06,0.0033014751731092044,0.01778528255189766,3.6677128951143523e-06,3.284307250909583e-05,8.009875988548495e-09,5.935644504019605e-08,1.852415353639329e-08,3.2997047108930757e-09,1.0457416419641916e-05,0.0034878415621173737,0.03834873309267466,0.003995696983589977,0.001540529314989395,4.764050735218054e-10,0.003970625932440513,9.121773375607058e-11,7.644843307023263e-09,4.600745867640995e-13,6.897148996281094e-13,4.1844654251657437e-13,3.302893041447455e-11,2.5062143992466695e-14,1.2307883707567156e-06,0.0021860126196938333,1.4264729092780965e-13,0.0010719190103509646,2.190128974913509e-11,3.7253126551756204e-13,0.0003824595946836655,2.1548365636260592e-11,6.836974532793641e-14,0.008755352270529418,1.9540343745752237e-14,0.0031617136170355607,1.0238939147435887e-14,9.523833722040122e-14,2.286640344134688e-14,1.612078905327781e-12,5.830942564472956e-13,0.002512078794510555,1.237732252750493e-13,8.590732753150715e-13,4.471366570311648e-14,3.1062341601926515e-13,8.410960654636581e-10,2.2462163996373346e-14,0.0024414641203416884,3.8703930018876165e-13,0.0031598896479694085,4.812649062312927e-11,2.971118972205048e-14,2.0624350435021753e-13,3.360254015237272e-11,5.070205133807266e-09,1.7079018493813124e-10,2.0194593743233382e-10,3.8015313565309375e-13,1.9868146890215895e-10,1.9290510786035655e-14,2.061322109359543e-15,2.173042843632028e-11,2.9174296309722916e-14,2.0256713002791256e-13,8.759263876051556e-12,0.0012326472605208056,8.661909825416761e-13,5.858350220320816e-16,5.003894778382707e-12,4.02242558372018e-09
0.00012172303474884897,0.12042056990609942,0.9,0.0,0.0,0.0,0.0,0.07060564613050854,0.004468154049142462,1.7767069811533192e-06,6.202096033247753e-06,2.3279246325386594e-05,6.176103713756073e-07,1.8343821212468782e-05,2.489494485696458e-06,5.6823661237033025e-06,0.003310934088424829,0.017845558653280337,3.664283002701765e-06,3.2799598267594796e-05,7.99950507499624e-09,5.927959218635403e-08,1.8500222888056948e-08,3.295664215138748e-09,1.0435573687733245e-05,0.003499367906817376,0.03847440202556242,0.004004572193970225,0.0015401090733205775,4.758259862779704e-10,0.003983784472414778,9.117128866595713e-11,7.617126091211176e-09,4.587565817553536e-13,6.877411271367285e-13,4.1736462522148437e-13,3.296906761812143e-11,2.497328158221556e-14,1.2278079235906426e-06,0.0021904087190815005,1.4247190536651263e-13,0.0010720709176186823,2.1870659316907013e-11,3.7204355276612355e-13,0.0003822154083186218,2.1501443096658006e-11,6.852160764174866e-14,0.008790980181564005,1.9605099846699278e-14,0.003172720960219805,1.0272775980160029e-14,9.563928130104798e-14,2.2942235321521286e-14,1.6169813003082126e-12,5.841048411799893e-13,0.0025198190216834037,1.2428499190526423e-13,8.626173430871187e-13,4.483999917014437e-14,3.1149817597842455e-13,8.436538716404791e-10,2.25190752108554e-14,0.002451426507148885,3.878708456146355e-13,0.0031734731990418212,4.82333888023426e-11,2.9807488970107276e-14,2.069100686455579e-13,3.3677177929460454e-11,5.081467045522515e-09,1.7108618847522503e-10,2.0237981384652676e-10,3.806727044511144e-13,1.989530139385242e-10,1.9346462536831026e-14,2.0659007016444856e-15,2.1778695891588554e-11,2.9246023741399674e-14,2.0306328604459992e-13,8.778813911669387e-12,0.0012410036392483496,8.671254270918092e-13,5.877764624213047e-16,5.020431320987172e-12,4.035718631437642e-09
0.00012220066672404586,0.12044633662462882,0.9,0.0,0.0,0.0,0.0,0.07051202189327187,0.004472724445703477,1.7744064230760583e-06,6.19344759480926e-06,2.3248363064366028e-05,6.168125341307524e-07,1.832462899222591e-05,2.486257641586677e-06,5.681227891191086e-06,0.0033203703949634994,0.01790577766368951,3.660856910101272e-06,3.2756184209053647e-05,7.989146986514756e-09,5.920283437282934e-08,1.8476324055283392e-08,3.2916285136501718e-09,1.0413846146077728e-05,0.003510878976381547,0.038599919617241005,0.004013405876115931,0.001539688173502537,4.752475568525575e-10,0.00399692569519046,9.112402985008656e-11,7.589563257669133e-09,4.574425833651204e-13,6.857733365780521e-13,4.1628603048276006e-13,3.290931015609165e-11,2.488490668704336e-14,1.224842463337763e-06,0.002194790765254701,1.4229676169394663e-13,0.0010722201375675557,2.1840025393125325e-11,3.715565175349763e-13,0.00038197370352308183,2.14547620860012e-11,6.867275937255149e-14,0.008826579781912636,1.9669770725937024e-14,0.00318371701540839,1.0306567971087901e-14,9.603961962247771e-14,2.3017931714823724e-14,1.6218587944660682e-12,5.851081370636599e-13,0.002527544002757865,1.2479581348261793e-13,8.661548229941324e-13,4.4965995563466285e-14,3.1237059145147046e-13,8.461986859070984e-10,2.2575945501432386e-14,0.0024613789761185802,3.8869738553446413e-13,0.003187046434973935,4.8339786791424106e-11,2.990357830709544e-14,2.0757517234954174e-13,3.375146646702621e-11,5.092676261340088e-09,1.7138005708488676e-10,2.0281107853200032e-10,3.811896054349609e-13,1.99223164680852e-10,1.9402289642341815e-14,2.070457870115667e-15,2.1826737497314814e-11,2.9317668196521804e-14,2.0355886541231696e-13,8.798273467972655e-12,0.001249378511784158,8.680542525255565e-13,5.897153477923553e-16,5.036945948756022e-12,4.048994062718435e-09
0.00012267829869924276,0.1204720715895851,0.9,0.0,0.0,0.0,0.0,0.07041852852849681,0.004477256929305433,1.7721087113891715e-06,6.184821340793263e-06,2.321752305563592e-05,6.160157575407611e-07,1.8305472394928454e-05,2.483025058452018e-06,5.680089040574739e-06,0.003329784137516358,0.017965939645879534,3.6574346115651224e-06,3.271283023404237e-05,7.978801713542582e-09,5.9126171528725325e-08,1.8452456993916496e-08,3.2875976051764054e-09,1.039223260342472e-05,0.0035223747921006984,0.03872528611280372,0.004022198150030519,0.0015392666256842194,4.746697853593446e-10,0.004010049624088965,9.107596607394626e-11,7.562153240468714e-09,4.561325780898394e-13,6.838115079440028e-13,4.152107438969293e-13,3.284965802114089e-11,2.479701437492178e-14,1.2218918472222547e-06,0.0021991588130601883,1.4212185949106493e-13,0.0010723667008919137,2.1809388751594353e-11,3.710701587236442e-13,0.0003817344565990483,2.140832036405804e-11,6.882320257370397e-14,0.008862150988615576,1.9734356498234337e-14,0.003194701820027935,1.0340315182720734e-14,9.643934931916194e-14,2.3093492850362204e-14,1.6267114033496825e-12,5.861041736815438e-13,0.0025352538091410796,1.2530568648171174e-13,8.696856909326297e-13,4.509165568840858e-14,3.132406681123936e-13,8.487305163757415e-10,2.263277523826447e-14,0.0024713215281251233,3.895189377105205e-13,0.0032006093255666237,4.8445686035764617e-11,2.999945812254065e-14,2.082388182273023e-13,3.3825406774261344e-11,5.103832933534406e-09,1.716717994321631e-10,2.032397407567133e-10,3.817038522741481e-13,1.994919282732619e-10,1.945799237292754e-14,2.0749936766811126e-15,2.1874553906132626e-11,2.938923026054636e-14,2.0405387221226688e-13,8.81764280581044e-12,0.0012577717916062163,8.689775091850249e-13,5.916516815861261e-16,5.053438692234639e-12,4.062251902116736e-09
0.00012315593067443965,0.12049777485715807,0.9,0.0,0.0,0.0,0.0,0.07032516580930466,0.004481751745890351,1.769813843196108e-06,6.176217142822794e-06,2.3186726224053012e-05,6.152200399665471e-07,1.8286351231008393e-05,2.47979673008335e-06,5.678949533771614e-06,0.003339175360834081,0.018026044662456525,3.6540161013569655e-06,3.2669536242564196e-05,7.968469243039362e-09,5.9049603557385463e-08,1.8428621654855482e-08,3.2835714848579156e-09,1.0370732107371595e-05,0.0035338553752510063,0.03885050175705871,0.004030949135590438,0.0015388444398713333,4.740926713078421e-10,0.004023156282417302,9.102710607743428e-11,7.534894843803755e-09,4.548265524624173e-13,6.818556212669201e-13,4.1413875084830096e-13,3.279011120336058e-11,2.4709600891751745e-14,1.2189559562890316e-06,0.0022035129171589286,1.4194719833507722e-13,0.001072510637894413,2.1778750163386036e-11,3.7058447522630557e-13,0.0003814976439628764,2.1362115692434378e-11,6.897293929639259e-14,0.00889769371912378,1.979885727828943e-14,0.0032056754114032416,1.0374017677516841e-14,9.683846752248412e-14,2.316891893802136e-14,1.6315391428152902e-12,5.870929805031435e-13,0.002542948512047102,1.2581460738147087e-13,8.732099228277222e-13,4.521698034545928e-14,3.14108411601308e-13,8.512493713192751e-10,2.2689564808485545e-14,0.0024812541640997082,3.9033551959467895e-13,0.003214161840843941,4.855108797922552e-11,3.0095128781318006e-14,2.0890100887276308e-13,3.389899985928938e-11,5.1149372142187645e-09,1.719614241487757e-10,2.0366580962659876e-10,3.8221545883153937e-13,1.99759311960953e-10,1.9513570996961025e-14,2.0795081831833425e-15,2.1922145769984994e-11,2.946071053980797e-14,2.0454831067058297e-13,8.836922185764135e-12,0.0012661833922943577,8.698952231696766e-13,5.935854672413848e-16,5.069909581947407e-12,4.07549217416984e-09
0.00012363356264963654,0.12052344648636794,0.9,0.0,0.0,0.0,0.0,0.07023193351019347,0.004486209138618191,1.7675218165839699e-06,6.1676348157516806e-06,2.3155972495698643e-05,6.144253799809742e-07,1.8267265272401576e-05,2.4765726511043516e-06,5.67780933361002e-06,0.0033485441094511467,0.0180860927751884,3.650601373773171e-06,3.262630213725464e-05,7.958149566393728e-09,5.8973130395014235e-08,1.8404817995359487e-08,3.279550150621339e-09,1.0349343275809598e-05,0.0035453207470559343,0.038975566792829236,0.004039658952228541,0.0015384216261864132,4.735162146669349e-10,0.004036245693434812,9.097745847002627e-11,7.507786333565085e-09,4.5352449301646007e-13,6.79905656605303e-13,4.130700356859892e-13,3.2730669682377933e-11,2.4622660776074193e-14,1.2160346136238175e-06,0.00220785313190935,1.4177277782304724e-13,0.001072651978997958,2.174811035657869e-11,3.70099465961087e-13,0.00038126324248341053,2.1316145915691964e-11,6.91219715842133e-14,0.008933207892401237,1.986327318056564e-14,0.0032166378261076736,1.0407675517779754e-14,9.723697146603083e-14,2.3244210283499762e-14,1.6363420291841548e-12,5.880745874652722e-13,0.002550628181693386,1.263225727790222e-13,8.767274954230969e-13,4.5341970375303956e-14,3.149738278362308e-13,8.537552592533131e-10,2.2746314506312934e-14,0.00249117688515736,3.911471501303831e-13,0.003227703951358163,4.865599406032533e-11,3.019059077439837e-14,2.0956174775380035e-13,3.3972246726503385e-11,5.125989254943578e-09,1.722489400032924e-10,2.0408929502568076e-10,3.8272443768974833e-13,2.000253223200995e-10,1.9569025798903872e-14,2.084001451236034e-15,2.196951373840241e-11,2.953210952382991e-14,2.0504218420230767e-13,8.856111867431252e-12,0.0012746132277743401,8.708074351465319e-13,5.955167081898664e-16,5.086358648343079e-12,4.088714903354254e-09
