Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014),S(1016),S(1642),S(1638),C5F10(63),S(1011),CHO2(367),S(1123),S(872),S(869),S(1124)
4.423920011209959e-08,0.11224717789240918,0.9,0.0,0.0,0.0,0.0,0.09998807459925149,3.4807924206909644e-06,1.7113777400506445e-06,1.8094713542581124e-06,2.202790374915989e-06,7.511172838285123e-07,1.9384753097205903e-06,1.5325910066839792e-06,1.5947124652145964e-06,1.624989838544288e-06,1.7777340238538897e-06,1.2636354895132384e-06,1.6374043411226133e-06,7.705346124109433e-09,5.70412284042135e-08,2.2482136896014404e-08,3.88740714693206e-09,2.1841176662071558e-06,8.661666972674176e-07,1.8289598913607863e-06,9.496812961941645e-07,1.8120326718439283e-07,2.820687642039181e-10,4.0274552596747e-07,1.079051061275693e-13,2.391595586270112e-09,6.595086440457565e-14,5.2161050000790586e-14,6.700697513942632e-14,5.893252234467464e-15,7.687476860094284e-15,2.9530135848090548e-08,3.199928004925687e-08,1.3197733418808722e-14,8.02791795905394e-08,2.488141742224738e-15,1.850282549812049e-14,4.035084081148226e-08,3.448621182740452e-15,1.625061373170943e-17,9.992085735364838e-11,1.982691455605132e-18,2.7453659716577207e-12,2.5430649177980965e-18,7.962476667763739e-21,1.8360183727901061e-22,3.2044905281979575e-19,1.7483108758367662e-20,1.85238167059083e-12,1.0500955202793384e-20,1.784453554821759e-19,5.721900069533523e-22,9.732112245789578e-21,1.6715522302667688e-16,2.5407201069961574e-22,2.838377499909832e-15,7.390487706463672e-21,9.570650624875236e-11,1.143829567032959e-14,2.420833562990442e-22,4.114320277497842e-21,7.963590287879519e-15,1.2016063544701154e-12,5.1196705979024535e-18,3.857357069822292e-18,1.0220784651120854e-20,5.340121745650387e-18,2.43264079313902e-22,4.899268030916652e-19,5.164689017104441e-15,3.348662191753126e-22,5.69262733117509e-21,2.2452290989555964e-15,7.445093009139882e-11,1.939557264167961e-17,5.942197467970515e-20,1.225589396751025e-15,9.85199743523476e-13,5.05100790508062e-16
4.5410782390130503e-08,0.11224723527866089,0.9,0.0,0.0,0.0,0.0,0.09998775725422658,3.5837375345493187e-06,1.7344998710352126e-06,1.8503012297865169e-06,2.261379830345229e-06,7.569849146038664e-07,1.9919789964755613e-06,1.5645624679810506e-06,1.6312404990919715e-06,1.668020391293112e-06,1.8296979685121376e-06,1.2920237518929683e-06,1.6844786046603168e-06,7.809451790571672e-09,5.7814524230840426e-08,2.265880833878534e-08,3.917919303279388e-09,2.2792086483947e-06,9.011483493817049e-07,1.9189544902631986e-06,9.92062437181659e-07,1.910986973737083e-07,2.879554940688859e-10,4.229432216291629e-07,1.1109601190549932e-13,2.4966646661865893e-09,6.770476551459963e-14,5.3660447366859925e-14,6.88561754787937e-14,6.215057300404083e-15,8.022038688985202e-15,3.1628751429935926e-08,3.435031392396921e-08,1.35487645889034e-14,8.461714738154611e-08,2.6225813981420305e-15,1.9034769288590993e-14,4.2587880045577796e-08,3.639798469284609e-15,1.6975834937170734e-17,1.1020859536907272e-10,2.0821339269198224e-18,3.0942861413085612e-12,2.6457748489391483e-18,8.437594364475505e-21,1.9917960969312888e-22,3.4465068250871974e-19,1.9260705362637135e-20,2.092546885108639e-12,1.1353715279058656e-20,1.9114278459203378e-19,6.3369910560214005e-22,1.0678085689205396e-20,1.7978059059243094e-16,2.759959171859739e-22,3.2398959927994678e-15,8.13742585903784e-21,1.0543930858267078e-10,1.1948755777545595e-14,2.6796095024114186e-22,4.511782344418164e-21,8.319691232916841e-15,1.25533755122201e-12,5.640249544861791e-18,4.247156504553424e-18,1.1268935894602893e-20,5.887805155751376e-18,2.6404751681942864e-22,5.117906189041057e-19,5.3951750777286576e-15,3.7115549539864174e-22,6.250874501610263e-21,2.3421867902240508e-15,7.982528930630027e-11,2.0831621821705354e-17,6.240198782491914e-20,1.2756396447753427e-15,1.025433073083108e-12,5.304317569139332e-16
4.6582364668161416e-08,0.11224729303883983,0.9,0.0,0.0,0.0,0.0,0.09998743980816506,3.687184986855107e-06,1.7569008469836193e-06,1.8908120368376817e-06,2.3199098549420844e-06,7.625425657110815e-07,2.0455488922924352e-06,1.5960957811733653e-06,1.6674990107933208e-06,1.711050744555831e-06,1.8819400550654048e-06,1.3201779450279665e-06,1.7317014337337068e-06,7.910310510395036e-09,5.856370178925849e-08,2.282614647015371e-08,3.946819590846758e-09,2.375436505638782e-06,9.363961946039214e-07,2.010765485270033e-06,1.0350032472552367e-06,2.0126367505066184e-07,2.9376156043538377e-10,4.435552149989527e-07,1.143024661270208e-13,2.60300665052692e-09,6.945687406758675e-14,5.5164566102874246e-14,7.070765050369935e-14,6.545626366160763e-15,8.360598140218375e-15,3.3810422640584156e-08,3.680213259587443e-08,1.389943968699806e-14,8.906888115879272e-08,2.760546045590968e-15,1.9568391884589556e-14,4.488841872685282e-08,3.83640133421384e-15,1.7710633512210282e-17,1.2124485242624792e-10,2.1836166636217905e-18,3.4769313838745863e-12,2.7492664759712147e-18,8.929014555306442e-21,2.156446312022549e-22,3.699486762625509e-19,2.1163291884907414e-20,2.3562171147688916e-12,1.2250734501147664e-20,2.0435241120099603e-19,6.999325062713603e-22,1.1685954754022233e-20,1.9297795555492337e-16,2.9921068541329236e-22,3.685849375877083e-15,8.936241024169704e-21,1.158621867642229e-10,1.246595695487856e-14,2.9580432751907903e-22,4.934905991748197e-21,8.680508497509235e-15,1.3097803820345959e-12,6.1974350461196555e-18,4.664025179630297e-18,1.239189695304027e-20,6.474581953508099e-18,2.860328518662772e-22,5.3394315987945e-19,5.62870490744198e-15,4.1026982649666984e-22,6.846241177046581e-21,2.440367650823817e-15,8.54282797306042e-11,2.233102226966003e-17,6.544312737972489e-20,1.3260790274585596e-15,1.0659792125525684e-12,5.562823134078795e-16
4.775394694619233e-08,0.11224735116678115,0.9,0.0,0.0,0.0,0.0,0.09998712225993385,3.7911310298550673e-06,1.778603152760571e-06,1.9310070919196764e-06,2.3783776835453876e-06,7.678066054461965e-07,2.099182016112789e-06,1.6271936874366253e-06,1.7034897864051014e-06,1.7540808989140479e-06,1.934461542394951e-06,1.3480999981176286e-06,1.779069712011806e-06,8.008023520002215e-09,5.928951306196815e-08,2.2984644130187723e-08,3.97419312504253e-09,2.472762813818823e-06,9.718961699824586e-07,2.1043739433386126e-06,1.0784862606965343e-06,2.1169852373857283e-07,2.9948746771507296e-10,4.645758075024195e-07,1.1752435240348437e-13,2.710578452721805e-09,7.120710727632088e-14,5.66733068667711e-14,7.256129712319706e-14,6.884969852509196e-15,8.703019975355022e-15,3.607563586796821e-08,3.935591346107736e-08,1.424974214598674e-14,9.363426071709717e-08,2.90203191832393e-15,2.0103658071270524e-14,4.725265470463672e-08,4.03844662429187e-15,1.8454710574039e-17,1.3306202475060877e-10,2.2871116063457444e-18,3.8955579473904476e-12,2.853498503289861e-18,9.436946403681222e-21,2.3302446990972636e-22,3.963593342358642e-19,2.3195789983919212e-20,2.6449665062460963e-12,1.3193033704203006e-20,2.1807889672746464e-19,7.711116605056792e-22,1.2757824946846655e-20,2.0675582310719156e-16,3.237599277434283e-22,4.179858775450613e-15,9.788906930714698e-21,1.270031267281614e-10,1.2989688832248098e-14,3.257031720755255e-22,5.384528502547743e-21,9.045894898702471e-15,1.3649126388275794e-12,6.792668648156416e-18,5.108992868467471e-18,1.3592717534065117e-20,7.102045979717268e-18,3.0925906382527196e-22,5.563754157069534e-19,5.865183518662782e-15,4.523453808950549e-22,7.480043270727953e-21,2.5397338952811138e-15,9.126272298004675e-11,2.3894709271885475e-17,6.854455256371938e-20,1.3768869870485555e-15,1.1068216363707578e-12,5.826453128618443e-16
4.892552922422324e-08,0.11224740965650921,0.9,0.0,0.0,0.0,0.0,0.09998680460843819,3.8955719400015804e-06,1.7996285721920946e-06,1.9708896880299214e-06,2.436780708467119e-06,7.727925377883643e-07,2.152875428892065e-06,1.6578590557787914e-06,1.739214603271384e-06,1.7971108550119135e-06,1.9872636401269764e-06,1.3757918244600103e-06,1.8265803460894156e-06,8.102688899441645e-09,5.99926865859731e-08,2.3134768134866562e-08,4.000120526815026e-09,2.571150509711351e-06,1.0076349551467766e-06,2.1997613423772594e-06,1.1224945563299752e-06,2.2240355197246264e-07,3.0513374387011377e-10,4.859993371466543e-07,1.2076155509832962e-13,2.81933851496069e-09,7.295538706969795e-14,5.818657104833304e-14,7.441701370029818e-14,7.233097692432879e-15,9.049173745989242e-15,3.8424833826883726e-08,4.2012794153134366e-08,1.4599656342243745e-14,9.831316064198435e-08,3.047035088625399e-15,2.0640532892851755e-14,4.968078164821798e-08,4.2459508286755224e-15,1.920777655773152e-17,1.4569294457609925e-10,2.3925908749196416e-18,4.352505980909625e-12,2.9584318157125224e-18,9.9615996243479e-21,2.51346916201938e-22,4.2389855691922456e-19,2.5363153674731666e-20,2.960426155728366e-12,1.4181623989487524e-20,2.3232674324626096e-19,8.474615837580156e-22,1.389580329934101e-20,2.2112248990078948e-16,3.496877849800265e-22,4.725740033981138e-15,1.0697405216609664e-20,1.3889035851257892e-10,1.3519747598451476e-14,3.577484172883964e-22,5.861485326842071e-21,9.415707842384135e-15,1.4207128059199215e-12,7.427401376350048e-18,5.583093471538308e-18,1.487447424481972e-20,7.771805136029667e-18,3.337655332079262e-22,5.79078656997596e-19,6.1045188853138825e-15,4.975207839673443e-22,8.153600899270557e-21,2.6402489118386834e-15,9.733135351370413e-11,2.5523602404529648e-17,7.170542799381748e-20,1.4280440513262788e-15,1.1479446915935314e-12,6.095136540405436e-16
5.0097111502254156e-08,0.11224746850222962,0.9,0.0,0.0,0.0,0.0,0.09998648685262021,4.0005040178427365e-06,1.819998209922983e-06,2.010463094496358e-06,2.495116471154728e-06,7.775150480403839e-07,2.206626233206589e-06,1.688094874888062e-06,1.774675229983795e-06,1.840140613557175e-06,2.040347510369137e-06,1.403255321582903e-06,1.8742302662824398e-06,8.194401670799018e-09,6.067392818377962e-08,2.32769606502908e-08,4.0246781599836205e-09,2.6705638350995146e-06,1.0435999330951573e-06,2.296909557730373e-06,1.1670117405446454e-06,2.3337905350915216e-07,3.1070093891164866e-10,5.078201801356473e-07,1.2401395932366046e-13,2.92924674531858e-09,7.470163984301093e-14,5.970426079450905e-14,7.627470003835824e-14,7.590019337970487e-15,9.398933597024668e-15,4.085841731651995e-08,4.4773873947140446e-08,1.494916754566948e-14,1.0310545060703634e-07,3.1955514765316513e-15,2.1178981661601828e-14,5.217298907823677e-08,4.458930081604785e-15,1.9969550925768158e-17,1.59170869069488e-10,2.500026776386458e-18,4.8501999810741396e-12,3.064029363359935e-18,1.0503184461580031e-20,2.706399818672931e-22,4.525818564154226e-19,2.767036703152903e-20,3.3042842639762377e-12,1.5217506609988696e-20,2.4710030283835944e-19,9.292107517279549e-22,1.5101997868683967e-20,2.360860499296116e-16,3.7703892561734587e-22,5.327509005842983e-15,1.1663724460183843e-20,1.515523434343488e-10,1.4055935796666484e-14,3.9203219853428725e-22,6.366609895628977e-21,9.789809180209617e-15,1.477160038441743e-12,8.103093062047058e-18,6.0873645110505385e-18,1.624026923596518e-20,8.485480676172432e-18,3.5959204050015184e-22,6.020444265253146e-19,6.3466218504867385e-15,5.459370617159988e-22,8.868238057273653e-21,2.7418772259592024e-15,1.0363682134129716e-10,2.7218606199614933e-17,7.492492392258984e-20,1.479531776283806e-15,1.1893335518148645e-12,6.36880283626849e-16
5.126869378028507e-08,0.11224752769832237,0.9,0.0,0.0,0.0,0.0,0.0999861689914576,4.105923587911948e-06,1.8397325125929552e-06,2.049730556834115e-06,2.5533826542935896e-06,7.819880460601526e-07,2.2604315728608643e-06,1.717904245316303e-06,1.8098734263726693e-06,1.8831701753221416e-06,2.093714269374714e-06,1.430492371373837e-06,1.922016427368848e-06,8.283253893541367e-09,6.133392167161061e-08,2.3411640494356823e-08,4.04793835604263e-09,2.7709682834313147e-06,1.0797791530522322e-06,2.3958008492245455e-06,1.212021930845375e-06,2.4462530753541827e-07,3.161896234600685e-10,5.300327523815098e-07,1.2728145093680672e-13,3.040264457752696e-09,7.644579622141755e-14,6.122627903300385e-14,7.813425736747342e-14,7.955743766995866e-15,9.752178078922156e-15,4.337674690630609e-08,4.764021510631588e-08,1.5298261872373346e-14,1.0801099565547553e-07,3.347576858561543e-15,2.1718969966213066e-14,5.4729462399110756e-08,4.67740016518112e-15,2.0739761886625636e-17,1.735294695957287e-10,2.609391812509523e-18,5.391149203354493e-12,3.1702560526117552e-18,1.1061911667911033e-20,2.9093189921089934e-22,4.824243674123271e-19,3.0122441994737236e-20,3.6782862664954766e-12,1.6301672866631996e-20,2.6240378636218452e-19,1.0165909977524782e-21,1.6378517286481305e-20,2.516544002554178e-16,4.058585449992563e-22,5.989386854850312e-15,1.2689859264519476e-20,1.650177617087732e-10,1.4598062126328435e-14,4.2864780659684235e-22,6.900733458303921e-21,1.0168065070987654e-14,1.5342341414191238e-12,8.821211700189149e-18,6.62284665329025e-18,1.7693228899961798e-20,9.244706525539007e-18,3.867787649258499e-22,6.252645307412434e-19,6.591406036983753e-15,5.977375847003815e-22,9.625282319087423e-21,2.844584464960224e-15,1.1018169464633385e-10,2.8980610772958966e-17,7.820221646123206e-20,1.5313326918280677e-15,1.230974173520236e-12,6.647381981165529e-16
5.244027605831598e-08,0.11224758723933505,0.9,0.0,0.0,0.0,0.0,0.09998585102396246,4.2118269986171e-06,1.858851289352156e-06,2.0886952966169702e-06,2.611577074326814e-06,7.862247072077044e-07,2.314288632495302e-06,1.7472903719861629e-06,1.8448109434993843e-06,1.9261995411445777e-06,2.14736498913775e-06,1.4575048402090028e-06,1.969935809277514e-06,8.369334756886568e-09,6.197332954552496e-08,2.353920436964881e-08,4.069969627086252e-09,2.8723305489052413e-06,1.1161612952891733e-06,2.496417848750111e-06,1.257509739916997e-06,2.5614257887420454e-07,3.216003873648968e-10,5.526315109157496e-07,1.3056391653687177e-13,3.152354314832309e-09,7.818779083590853e-14,6.275252949420611e-14,7.999558833089258e-14,8.330279489934614e-15,1.0108789968491669e-14,4.598014455319812e-08,5.061284417365261e-08,1.5646926239857118e-14,1.1302965646679685e-07,3.5031068759837052e-15,2.226046367958543e-14,5.7350382932423454e-08,4.901376512227932e-15,2.15181461221429e-17,1.8880282130993165e-10,2.7206586867823328e-18,5.977948039499147e-12,3.277078642822233e-18,1.1637992483382057e-20,3.122511201646413e-22,5.134408578582979e-19,3.2724416278094804e-20,4.084234940170204e-12,1.743510401471004e-20,2.7824127167907498e-19,1.109837411301505e-21,1.7727470351697126e-20,2.678352465781599e-16,4.361923643924918e-22,6.715805352447755e-15,1.3777809392517577e-20,1.7931550049563287e-10,1.514594125118827e-14,4.676896419347171e-22,7.464684941347327e-21,1.0550345846390438e-14,1.591915549511428e-12,9.583232836219767e-18,7.19058325741192e-18,1.9236502621556296e-20,1.0051128628067401e-17,4.1536628314369954e-22,6.487310315526977e-19,6.8387877606514954e-15,6.530680122525252e-22,1.0426064565345833e-20,2.948337323746768e-15,1.1696846232762527e-10,3.0810492416237134e-17,8.153648778778739e-20,1.583430250353676e-15,1.2728532547463624e-12,6.930804455878021e-16
5.3611858336346895e-08,0.11224764711997635,0.9,0.0,0.0,0.0,0.0,0.09998553294918006,4.318210622129317e-06,1.8773737317367411e-06,2.127360511362929e-06,2.6696976743703083e-06,7.902375111289227e-07,2.368194637194506e-06,1.7762565570101651e-06,1.879489523649858e-06,1.9692287119285173e-06,2.2013006989223835e-06,1.4842945790811157e-06,2.017985417727114e-06,8.45273066929167e-09,6.259279364613537e-08,2.3660028031194265e-08,4.0908368674842375e-09,2.9746184778649806e-06,1.1527356378025142e-06,2.598743548353069e-06,1.303460260185673e-06,2.679311181888903e-07,3.2693383838213566e-10,5.75610955204756e-07,1.3386124346126833e-13,3.26548027306844e-09,7.992756211111408e-14,6.428291673152562e-14,8.1858596971449e-14,8.713634556417294e-15,1.0468656097811724e-14,4.8668895153468196e-08,5.369275321112606e-08,1.5995148324566464e-14,1.1816128960924333e-07,3.662137042644787e-15,2.280342896604616e-14,6.003592795120616e-08,5.130874209227369e-15,2.2304448523386825e-17,2.0502539306181046e-10,2.8338003109634783e-18,6.613276362679367e-12,3.384465648490846e-18,1.2231638615283981e-20,3.3462631539207416e-22,5.45645739346867e-19,3.5481351371557356e-20,4.523990487649326e-12,1.8618771180133538e-20,2.946167113659032e-19,1.2091882376254549e-21,1.9150965663724763e-20,2.8463610865461024e-16,4.680866299779888e-22,7.511412175547992e-15,1.4929578950421513e-20,1.9447464235419438e-10,1.5699393613357726e-14,5.092531698204866e-22,8.059290826361215e-21,1.0936525880852502e-14,1.6501853073806595e-12,1.0390638981063444e-17,7.791619949502675e-18,2.0873261578528834e-20,1.0906404319389123e-17,4.453955678802094e-22,6.724362383585851e-19,7.088685946417228e-15,7.120762370186312e-22,1.127191873217707e-20,3.0531035316074433e-15,1.239995364617245e-10,3.270911415543261e-17,8.492692634123625e-20,1.635808778032764e-15,1.3149581959250337e-12,7.219001273504162e-16
5.595502289240872e-08,0.1122477678797491,0.9,0.0,0.0,0.0,0.0,0.09998489647409399,4.532404114404518e-06,1.9127034048315682e-06,2.2038050349778307e-06,2.7857097813217583e-06,7.976382007641155e-07,2.4761425820033652e-06,1.832942756279878e-06,1.9480767982602512e-06,2.0552864723326134e-06,2.3100310005485704e-06,1.5372131947467276e-06,2.1144634694551525e-06,8.611799881767363e-09,6.37743584043657e-08,2.3882859422500147e-08,4.129321855188864e-09,3.1818482013862475e-06,1.2264208408772223e-06,2.808454749888822e-06,1.3966921146598045e-06,2.923229338086238e-07,3.373713148983615e-10,6.226901181137091e-07,1.4050003430335732e-13,3.4947024840171297e-09,8.340020614251336e-14,6.735572397091267e-14,8.558927037206584e-14,9.506832653873341e-15,1.1197717726641913e-14,5.4303418216417706e-08,6.017821400281296e-08,1.6690219912536645e-14,1.287628799931635e-07,3.990679285026156e-15,2.3893640410898647e-14,6.560158050793334e-08,5.606492285584286e-15,2.3899826926757868e-17,2.404579828614207e-10,3.065600532337124e-18,8.04067014781524e-12,3.600815201474598e-18,1.3472475874455688e-20,3.82660399418107e-22,6.136766010221508e-19,4.1480457532414034e-20,5.512650450796982e-12,2.1140646973545196e-20,3.2899668207318237e-19,1.427171294083611e-21,2.2230014580268738e-20,3.201270611910524e-16,5.367441023969121e-22,9.329892805349509e-15,1.7432609934798287e-20,2.274943770240716e-10,1.682232764914787e-14,6.003322249130845e-22,9.343758933693514e-21,1.172010069637799e-14,1.7684169891334738e-12,1.2147567859059975e-17,9.097785056444072e-18,2.444002204517338e-20,1.2770199199673142e-17,5.099452994745846e-22,7.2053319957544595e-19,7.595719970408674e-15,8.417284847931198e-22,1.3104192548832646e-20,3.2655518941766067e-15,1.3880388233129174e-10,3.671596690174678e-17,9.18730912261539e-20,1.7413501463350701e-15,1.3997985563336585e-12,7.809444739570676e-16
5.806387099286436e-08,0.1122478776750769,0.9,0.0,0.0,0.0,0.0,0.09998432327065686,4.726784673456077e-06,1.942641198789635e-06,2.2716123122926416e-06,2.889849942595802e-06,8.036454375496014e-07,2.5734361007651895e-06,1.8825590150347225e-06,2.008937079725996e-06,2.1327378001155427e-06,2.408872439135115e-06,1.5840964710239122e-06,2.2017096000707037e-06,8.746592561466764e-09,6.477559734370248e-08,2.406373465743124e-08,4.160560841928046e-09,3.371220150699268e-06,1.2932984441209525e-06,3.002874942078556e-06,1.4820430071096823e-06,3.1520553620083626e-07,3.4650705369323453e-10,6.663090388156631e-07,1.4652465655267414e-13,3.7042090503564004e-09,8.651743502514307e-14,7.013445822439524e-14,8.895167962355772e-14,1.0250944647485816e-14,1.1863944807141962e-14,5.966854669548439e-08,6.639131359506255e-08,1.7314162268590928e-14,1.386891618031309e-07,4.298290453054373e-15,2.4879530243314834e-14,7.083338031867924e-08,6.053575935357928e-15,2.5360347571664096e-17,2.7594715846519173e-10,3.2803650964883126e-18,9.519940522765519e-12,3.797177003884485e-18,1.4651435512847196e-20,4.297945774759816e-22,6.791063070085204e-19,4.7460817112860976e-20,6.537903037221463e-12,2.359167485292289e-20,3.6181579458548476e-19,1.6466843437054936e-21,2.5277231502746166e-20,3.5426118723193204e-16,6.043472026209277e-22,1.1254382699201374e-14,1.9923768035850655e-20,2.6045350781631586e-10,1.7850339491422712e-14,6.9190553421416475e-22,1.0612856135398792e-20,1.2437471624363785e-14,1.8766593291425845e-12,1.389901652457586e-17,1.0397742338674381e-17,2.800204566633638e-20,1.463153271272152e-17,5.733899953831337e-22,7.64564486813615e-19,8.05989414670592e-15,9.725210185959357e-22,1.49208218332431e-20,3.4599173975086113e-15,1.5298602945571674e-10,4.0565629877081453e-17,9.830872424482438e-20,1.8371573646363286e-15,1.4768140355732964e-12,8.356491452198997e-16
6.017271909332001e-08,0.11224798849523708,0.9,0.0,0.0,0.0,0.0,0.09998374970616292,4.9226657762815875e-06,1.9709190804520744e-06,2.338497747471467e-06,2.993724055265814e-06,8.090933455400837e-07,2.670846853329782e-06,1.9308697623661133e-06,2.0689850998821825e-06,2.210188513133639e-06,2.5086514483543358e-06,1.6302861990443296e-06,2.2893323340743454e-06,8.873911610152839e-09,6.572132226891114e-08,2.4227768820363743e-08,4.188891409014626e-09,3.563139165839254e-06,1.3606561826244814e-06,3.2025821166174006e-06,1.5686816357693648e-06,3.389703191647918e-07,3.5540244058658923e-10,7.110778967805269e-07,1.5259571074052784e-13,3.916565902097107e-09,8.962665590774397e-14,7.292515070082527e-14,9.231809476325586e-14,1.102373613109994e-14,1.2539124478679877e-14,6.53131067909135e-08,7.296597361729223e-08,1.7936510629337318e-14,1.4897907937115302e-07,4.617167255058842e-15,2.5869675732257617e-14,7.627713916096075e-08,6.5187678788319845e-15,2.6842904610050946e-17,3.150648549662829e-10,3.5007926902358315e-18,1.1202060932018446e-11,3.994948778918625e-18,1.589061855951592e-20,4.808058997541413e-22,7.485952810378779e-19,5.4022860198498494e-20,7.704249080300835e-12,2.622010047727433e-20,3.964343422419707e-19,1.8898147648966417e-21,2.859871739327865e-20,3.90513155264187e-16,6.777492381390669e-22,1.3485751234819848e-14,2.2652990507033635e-20,2.9666366789804085e-10,1.8893861785040358e-14,7.931779141320382e-22,1.1994005799858456e-20,1.3165694286765312e-14,1.9865390611346172e-12,1.5820830594738493e-17,1.1821916946349634e-17,3.191715871530895e-20,1.667738626871898e-17,6.421611683473191e-22,8.09260098482413e-19,8.531071696582747e-15,1.117625934530614e-21,1.6904346673539022e-20,3.6571082582707635e-15,1.6799397533709255e-10,4.4650878957520435e-17,1.0491402157678091e-19,1.93366647426034e-15,1.5543937373937373e-12,8.917959988480575e-16
6.228156719377565e-08,0.11224810031446555,0.9,0.0,0.0,0.0,0.0,0.09998317577610472,5.1200271098355235e-06,1.9976290454349264e-06,2.404479108169852e-06,3.0973238974035593e-06,8.140339648752273e-07,2.7683600674680193e-06,1.9778969285726824e-06,2.128230701979725e-06,2.2876386191380375e-06,2.6093726658667284e-06,1.6757926340269986e-06,2.3773152090574933e-06,8.994171231210505e-09,6.661460987599463e-08,2.4376528810254518e-08,4.214584166059306e-09,3.7574537321040744e-06,1.428449345502033e-06,3.407488703293676e-06,1.6565365401593472e-06,3.6361825879758e-07,3.640615124192266e-10,7.569662889832144e-07,1.5871256605439946e-13,4.131603261428507e-09,9.27276227012888e-14,7.5727276670014e-14,9.568800499820885e-14,1.182523824238388e-14,1.322272347602232e-14,7.123760294547658e-08,7.990687911790936e-08,1.85572157341664e-14,1.5963167626324564e-07,4.947279810790133e-15,2.686389085089461e-14,8.19337492925782e-08,7.002143987536235e-15,2.834627515006838e-17,3.580251027244045e-10,3.7267335697770715e-18,1.3105786106147032e-11,4.1939992299666664e-18,1.7191274082648493e-20,5.358693621264647e-22,8.222159539585861e-19,6.11967340488553e-20,9.024617697734318e-12,2.9031213445345923e-20,4.3287170022782185e-19,2.1580533429243395e-21,3.2206726223580975e-20,4.289207585455627e-16,7.572387365052601e-22,1.605960774656416e-14,2.5632030831302346e-20,3.3630014635178853e-10,1.9952033806925854e-14,9.047390336796326e-22,1.3491929311442996e-20,1.3904166488806867e-14,2.0979653213950786e-12,1.792184024804732e-17,1.337644119800452e-17,3.620450247962562e-20,1.8917763641605634e-17,7.165118911091131e-22,8.545831691570762e-19,9.008863981107323e-15,1.2779793344520048e-21,1.9062630986754785e-20,3.856969660119265e-15,1.8383930714907105e-10,4.897633060419177e-17,1.11684497491768e-19,2.0308121151561676e-15,1.6324851214438308e-12,9.49346904118058e-16
6.43904152942313e-08,0.11224821310821202,0.9,0.0,0.0,0.0,0.0,0.09998260147624355,5.318848601542343e-06,2.0228579902568983e-06,2.469573904627603e-06,3.200642127590175e-06,8.185144916839133e-07,2.865961364592577e-06,2.0236629878894827e-06,2.186683637006264e-06,2.365088126617583e-06,2.711040383060598e-06,1.7206258795420791e-06,2.4656420691794424e-06,9.107762669720056e-09,6.745836632704406e-08,2.4511435675655583e-08,4.237884533729801e-09,3.954021239325967e-06,1.4966373836169531e-06,3.6175101156228628e-06,1.7455402206039835e-06,3.891501981791455e-07,3.724884062719717e-10,8.039443337204022e-07,1.648745991524947e-13,4.349161346234848e-09,9.582011568599834e-14,7.854032118180288e-14,9.906091315667704e-14,1.2655477790637027e-14,1.3914239875634645e-14,7.744225458629975e-08,8.721843626444318e-08,1.9176233597928312e-14,1.7064596887619462e-07,5.288597398125515e-15,2.7861993036640353e-14,8.7804063448384e-08,7.503776752211975e-15,2.9869304078651466e-17,4.0504535436772506e-10,3.958040554734089e-18,1.5250785874621094e-11,4.394209281392664e-18,1.8554654595278154e-20,5.9516218363564155e-22,9.000377485794307e-19,6.901270485551706e-20,1.0512541089580388e-11,3.2030193360280975e-20,4.711463930554059e-19,2.452916430191836e-21,3.6113490313324817e-20,4.695202207834397e-16,8.431096308728141e-22,1.9014249503399562e-14,2.887263731204362e-20,3.79539487516961e-10,2.1024042540866806e-14,1.027186471669905e-21,1.5111317350373662e-20,1.4652319413259217e-14,2.210852282466815e-12,2.0210910508478273e-17,1.506744472037629e-17,4.088336655489611e-20,2.136274613101165e-17,7.966992664480797e-22,9.004988767340936e-19,9.492903902241296e-15,1.4545364917198744e-21,2.1403556307982966e-20,4.059355331142478e-15,2.005329771813697e-10,5.354649680401312e-17,1.1861574317650819e-19,2.1285350110749865e-15,1.7110405378995131e-12,1.008264384213709e-15
